record_id,database,interface,query_key,query_label,search_date,retrieved_at_utc,pmid,pmcid,doi,title,abstract,journal,publication_date,year,authors,author_count,first_author,affiliations,contact_author_country_guess,language,publication_types,keywords,mesh_terms,publication_status_flag,pubmed_url
pubmed_33112416,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33112416,PMC7875461,10.1002/cncr.33289,Pain in long-term survivors of childhood cancer: A systematic review of the current state of knowledge and a call to action from the Children's Oncology Group.,"Survivors of childhood cancer may be at risk of experiencing pain, and a systematic review would advance our understanding of pain in this population. The objective of this study was to describe: 1) the prevalence of pain in survivors of childhood cancer, 2) methods of pain measurement, 3) associations between pain and biopsychosocial factors, and 4) recommendations for future research. Data sources for the study were articles published from January 1990 to August 2019 identified in the PubMed, PsycINFO, EMBASE, and Web of Science data bases. Eligible studies included: 1) original research, 2) quantitative assessments of pain, 3) articles published in English, 4) cancers diagnosed between birth and age 21 years, 5) survivors at 5 years from diagnosis and/or at 2 years after therapy completion, and 6) a sample size >20. Seventy-three articles were included in the final review. Risk of bias was considered using the Cochrane risk of bias tool. The quality of evidence was evaluated according to Grading of Recommendations Assessment Development and Evaluation (GRADE) criteria. Common measures of pain were items created by the authors for the purpose of the study (45.2%) or health-related quality-of-life/health status questionnaires (42.5%). Pain was present in from 4.3% to 75% of survivors across studies. Three studies investigated chronic pain according the definition in the International Classification of Diseases. The findings indicated that survivors of childhood cancer are at higher risk of experiencing pain compared with controls. Fatigue was consistently associated with pain, females reported more pain than males, and other factors related to pain will require stronger evidence. Theoretically grounded, multidimensional measurements of pain are absent from the literature.",Cancer,2021-Jan-01,2021,Fiona S M Schulte | Michaela Patton | Nicole M Alberts | Alicia Kunin-Batson | Barbara A Olson-Bullis | Caitlin Forbes | K Brooke Russell | Alexandra Neville | Lauren C Heathcote | Cynthia W Karlson | Nicole M Racine | Courtney Charnock | Matthew C Hocking | Pia Banerjee | Perri R Tutelman | Melanie Noel | Kevin R Krull,17,Fiona S M Schulte,"Department of Oncology, Division of Psychosocial Oncology, University of Calgary, Calgary, Alberta, Canada. | Hematology, Oncology, and Transplant Program, Alberta Children's Hospital, Calgary, Alberta, Canada. | Department of Psychology, University of Calgary, Calgary, Alberta, Canada. | Department of Psychology, Concordia University, Montreal, Quebec, Canada. | Department of Pediatrics, University of Minnesota, Minneapolis, Minnesota. | HealthPartners Institute, Minneapolis, Minnesota. | Department of Anesthesiology, Perioperative, and Pain Medicine, Stanford University Medical School, Stanford, California. | Department of Pediatrics, University of Mississippi Medical Center, Jackson, Mississippi. | Center for Childhood Cancer Research and Division of Oncology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania. | Department of Psychiatry, University of Pennsylvania, Philadelphia, Pennsylvania. | Epidemiology and Cancer Control, St Jude Children's Research Hospital, Memphis, Tennessee. | Departments of Psychology and Neuroscience, Dalhousie University, Halifax, Nova Scotia, Canada.",Canada,eng,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Systematic Review",neoplasms | pain | pediatrics | psycho-oncology | survivorship,Cancer Survivors | Female | Humans | Male | Pain | Risk Assessment,none_detected,https://pubmed.ncbi.nlm.nih.gov/33112416/
pubmed_34046859,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,34046859,PMC8551001,10.1007/s11904-021-00563-0,"People living with HIV and the emerging field of chronic pain-what is known about epidemiology, etiology, and management.","PURPOSE OF REVIEW: Chronic pain is common in people living with HIV (PLWH). It causes significant disability and poor HIV outcomes. Despite this, little is understood about its etiology and management.
RECENT FINDINGS: Recent studies suggest that chronic pain in PLWH is caused by inflammation that persists despite viral load suppression. This coupled with central sensitization and psychosocial factors leads to chronic pain that is difficult to manage. PLWH with chronic pain often feel that their pain is incompletely treated, and yet there are few evidence-based options for the management of chronic pain in PLWH. Recent studies suggest that an approach pairing pharmacotherapy and nonpharmacologic therapy may address the complex nature of chronic in PLWH. Chronic pain in PLWH is common yet poorly understood. Further research is needed in order to better understand the etiology of chronic pain and its optimal management.",Current HIV/AIDS reports,2021-Oct,2021,Deepika E Slawek,1,Deepika E Slawek,"Department of Medicine, Montefiore Health System & Albert Einstein College of Medicine, Bronx, NY, USA. dslawek@montefiore.org.",,eng,Journal Article | Review,Biopsychosocial | Biopsychosocial model | Chronic pain | HIV | Pain,Chronic Pain | HIV Infections | Humans | Viral Load,none_detected,https://pubmed.ncbi.nlm.nih.gov/34046859/
pubmed_34793635,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,34793635,,,"Religious Beliefs and Attitudes in Relation to Pain, Pain-Related Beliefs, Function, and Coping in Chronic Musculoskeletal Pain: A Systematic Review.","BACKGROUND: The biopsychosocial-spiritual model recognizes the impact of religious factors in modulating the experience of pain. Religious beliefs are factors that can influence perceptions, emotions, and behavior, all of which have important implications on health, pain experience, and treatment outcomes.
OBJECTIVES: The aim of the present study was to identify if and how religious beliefs and attitudes can influence pain intensity, pain interference, pain-related beliefs and cognitions, emotions, and coping among patients with chronic musculoskeletal pain.
STUDY DESIGN: Systematic review.
METHODS: This systematic review was conducted and reported, following the Preferred Reporting Items for Systematic Reviews and Meta-Analysis guidelines (PRISMA). An electronic search was conducted in 4 online databases (PubMed, Embase, Web of science, and PsychArticles) and complemented with a hand search (PROSPERO registry: CRD42020161289). Two reviewers independently performed eligibility screening, risk of bias assessment, and data extraction. The risk of bias of the included studies was assessed using the Newcastle Ottawa Scale.
RESULTS: Nine cross-sectional studies and one case-control study were included in the review. The methodological quality of the included studies ranged from low to high. The results gathered regarding the association between religiosity and pain intensity, disability, or pain interference were found to be conflicting. Limited evidence suggests that religiosity is positively associated with worse pain-related beliefs and cognitions, worse pain-related emotion, and better pain acceptance. There is insufficient data available to support the claim that religiosity is negatively associated with physical functioning and pain-related self-efficacy in people with chronic musculoskeletal pain.
LIMITATIONS: The number of included studies was small, with a low level of evidence, and a possible risk of bias.
CONCLUSION: This systematic review shows low evidence and conflicting results for the presence of associations between religiosity and different pain domains such as pain intensity, disability, and pain-related cognitions or emotions in people with chronic musculoskeletal pain.",Pain physician,2021-Dec,2021,Charbel Najem | Naziru Bashir Mukhtar | Farah Ayoubi | Jessica van Oosterwijck | Barbara Cagnie | Kayleigh De Meulemeester | Mira Meeus,7,Charbel Najem,"Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium; Department of Physiotherapy, Antonine University, Lebanon; Pain in Motion International Research Group, Belgium. | Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium; Department of Physiotherapy, Antonine University, Lebanon; Pain in Motion International Research Group, Belgium; Department of Physiotherapy, Bayero University, Kano, Nigeria. | Department of Physiotherapy, Antonine University, Lebanon; Department of physiotherapy, Lebanese University, Lebanon. | Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium; Pain in Motion International Research Group, Belgium; MOVANT Research group, Department of Rehabilitation Sciences, University of Antwerp, Belgium; Research Foundation - Flanders (FWO), Belgium. | Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium. | Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium; Pain in Motion International Research Group, Belgium. | Department of Rehabilitation Sciences, Spine, Pain and Head Research Unit Ghent, Ghent University, Belgium; Pain in Motion International Research Group, Belgium; MOVANT Research group, Department of Rehabilitation Sciences, University of Antwerp, Belgium.",Belgium,eng,Journal Article | Systematic Review,coping | musculoskeletal pain | pain beliefs | pain cognitions | pain emotion | religiosity | Chronic pain,"Adaptation, Psychological | Attitude | Case-Control Studies | Chronic Pain | Cross-Sectional Studies | Humans | Musculoskeletal Pain | Religion",none_detected,https://pubmed.ncbi.nlm.nih.gov/34793635/
pubmed_33576430,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33576430,,10.1093/pm/pnaa451,Sexual Difficulties in the Population with Musculoskeletal Chronic Pain: A Systematic Review.,"OBJECTIVE: To review the current literature on the nature and prevalence of sexual difficulties in the population with chronic musculoskeletal pain, as well as to identify the biopsychosocial factors that maintain these difficulties.
DESIGN: Systematic review.
METHODS: Studies were found by using multiple electronic databases and examining reference lists. After application of inclusion and exclusion criteria, 10 studies were eligible for review. Data were extracted and characteristics were described for outcomes of interest (i.e., sexual dysfunction, pain condition, pain intensity, psychosocial factors, gender differences). Cochrane Risk of Bias was assessed for all included studies.
RESULTS: Ten studies (2,941 participants) were included in the review. Musculoskeletal conditions included low back pain and fibromyalgia. All studies examining sexual functioning found evidence of sexual difficulty among patients with chronic pain. Three studies demonstrated that sexual dysfunction was significantly greater in patients than in healthy matched controls. Nine studies found that greater pain levels significantly correlated with greater sexual dysfunction. Eight studies noted an increased prevalence of sexual difficulties in those with comorbid psychological problems. Heterogeneity between studies was identified, particularly with regard to gender outcomes. The risk-of-bias assessment also highlighted limitations in approximately half of studies.
CONCLUSIONS: This review reiterates the importance of investigating sexual functioning in the chronic musculoskeletal pain population, given the high prevalence of chronic musculoskeletal pain across all age bands. Given methodological limitations, future research should develop measures that sensitively cater to the various needs of patients with chronic pain. By modifying assessment to include biopsychosocial concerns, practitioners can tailor treatment to address transdiagnostic factors that maintain sexual dysfunction.","Pain medicine (Malden, Mass.)",2021-Sep-08,2021,Haydee Katz | Toby R O Newton-John | Alice Shires,3,Haydee Katz,"Graduate School of Health, University of Technology Sydney, Sydney, Australia.",Australia,eng,Journal Article | Systematic Review,Chronic Pain | Psychosocial Factors | Sexual Dysfunction | Systematic Review,Chronic Pain | Humans | Musculoskeletal Pain,none_detected,https://pubmed.ncbi.nlm.nih.gov/33576430/
pubmed_33814062,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33814062,PMC9585226,10.1016/j.pmr.2021.01.002,Telerehabilitation for Pain Management.,"Telerehabilitation for pain management uses communication technology to minimize geographic barriers. Access to such technology has proven critically important during the coronavirus disease-2019 pandemic and has been useful for patients with chronic pain disorders unable to travel. The evaluation and treatment of such disorders requires a whole health approach that individualizes treatment options and delivers care through a biopsychosocial approach. The goals of care are unchanged from an in-person patient-provider experience. Telerehabilitation can be successfully implemented in pain management with appropriate consideration for staging an evaluation, a structured approach to the visit, and application of standard clinical metrics.",Physical medicine and rehabilitation clinics of North America,2021-May,2021,Udai Nanda | Jerry Luo | Quinn Wonders | Sanjog Pangarkar,4,Udai Nanda,"Department of Physical Medicine and Rehabilitation, VA Greater Los Angeles Healthcare System, 11301 Wilshire Boulevard (W117), Los Angeles, CA 90073, USA; Division of Physical Medicine and Rehabilitation, Department of Medicine, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA. Electronic address: udai.nanda@va.gov. | Department of Physical Medicine and Rehabilitation, VA Greater Los Angeles Healthcare System, 11301 Wilshire Boulevard (W117), Los Angeles, CA 90073, USA; Division of Physical Medicine and Rehabilitation, Department of Medicine, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA. | Department of Physical Medicine and Rehabilitation, VA Greater Los Angeles Healthcare System, 11301 Wilshire Boulevard (W117), Los Angeles, CA 90073, USA; Department of Pharmacy, VA Greater Los Angeles Healthcare System, Los Angeles, CA, USA.",,eng,Journal Article | Review,Chronic pain | Opioids | Pain management | Patient-centered care | Telehealth | Telemedicine | Telerehabilitation | Whole health approach,COVID-19 | Chronic Pain | Cognitive Behavioral Therapy | Health Services Accessibility | Humans | Pain Management | Pain Measurement | Pandemics | Physical Examination | Physical Therapy Modalities | SARS-CoV-2 | Telemedicine,none_detected,https://pubmed.ncbi.nlm.nih.gov/33814062/
pubmed_34360099,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,34360099,PMC8345811,10.3390/ijerph18157807,Temporomandibular Myofascial Pain Syndrome-Aetiology and Biopsychosocial Modulation. A Narrative Review.,"This review elaborates on the aetiology, diagnosis, and treatment of temporomandibular (TMD) myofascial pain syndrome (MPS) regulated by psychosocial factors. MPS impairs functioning in society due to the accompanying pain. Directed and self-directed biopsychosocial profile modulation may be beneficial in the treatment of MPS. Moreover, nutrition is also a considerable part of musculoskeletal system health. A fruit and vegetable diet contributes to a reduction in chronic pain intensity because of its anti-inflammatory influence. Cannabidiol (CBD) oils may also be used in the treatment as they reduce stress and anxiety. A promising alternative treatment may be craniosacral therapy which uses gentle fascia palpation techniques to decrease sympathetic arousal by regulating body rhythms and release fascial restrictions between the cranium and sacrum. MPS is affected by the combined action of the limbic, autonomic, endocrine, somatic, nociceptive, and immune systems. Therefore, the treatment of MPS should be deliberated holistically as it is a complex disorder.",International journal of environmental research and public health,2021-Jul-23,2021,Paulina Golanska | Klara Saczuk | Monika Domarecka | Joanna Kuć | Monika Lukomska-Szymanska,5,Paulina Golanska,"Department of General Dentistry, Medical University of Lodz, 251 Pomorska St., 92-213 Lodz, Poland. | Department of Prosthodontics, Medical University of Bialystok, 24 A M. Sklodowskiej-Curie St., 15-276 Bialystok, Poland.",Poland,eng,Journal Article | Review,biopsychosocial profile modulation | bruxism | limbic system | stress | temporomandibular myofascial pain syndrome,Anxiety | Chronic Pain | Fibromyalgia | Humans | Myofascial Pain Syndromes | Temporomandibular Joint Disorders,none_detected,https://pubmed.ncbi.nlm.nih.gov/34360099/
pubmed_34675826,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,34675826,PMC8523802,10.3389/fpsyt.2021.725045,"The Biobehavioral Family Model: An Evidence-Based Approach to Biopsychosocial Research, Residency Training, and Patient Care.","Engel's biopsychosocial model, based in systems theory, assumes the reciprocal influence of biological, psychological, and social factors on one another and on mental and physical health. However, the model's application to scientific study is limited by its lack of specificity, thus constraining its implementation in training and healthcare environments. The Biobehavioral Family Model (BBFM) is one model that can facilitate specification and integration of biopsychosocial conceptualization and treatment of illness. The model identifies specific pathways by which family relationships (i.e., family emotional climate) impact disease activity, through psychobiological mechanisms (i.e., biobehavioral reactivity). Furthermore, it is capable of identifying positive and negative effects of family process in the same model, and can be applied across cultural contexts. The BBFM has been applied to the study of child health outcomes, including pediatric asthma, and adult health, including for underserved primary care patients, minoritized samples, and persons with chronic pain, for example. The BBFM also serves as a guide for training and clinical practice; two such applications are presented, including the use of the BBFM in family medicine residency and child and adolescent psychiatry fellowship programs. Specific teaching and clinical approaches derived from the BBFM are described in both contexts, including the use of didactic lecture, patient interview guides, assessment protocol, and family-oriented care. Future directions for the application of the BBFM include incorporating temporal dynamics and developmental trajectories in the model, extending testable theory of family and individual resilience, examining causes of health disparities, and developing family-based prevention and intervention efforts to ameliorate contributing factors to disease. Ultimately, research and successful applications of the BBFM could inform policy to improve the lives of families, and provide additional support for the value of a biopsychosocial approach to medicine.",Frontiers in psychiatry,2021,2021,Beatrice L Wood | Sarah B Woods | Sourav Sengupta | Turya Nair,4,Beatrice L Wood,"Department of Psychiatry, Jacobs School of Medicine and Biomedical Sciences, University at Buffalo, Buffalo, NY, United States. | Department of Pediatrics, Jacobs School of Medicine and Biomedical Sciences, University at Buffalo, Buffalo, NY, United States. | Department of Family and Community Medicine, University of Texas Southwestern Medical Center, Dallas, TX, United States.",United States,eng,Journal Article | Review,biobehavioral model | biopsychosocial model | child psychiatry | family practice | family relations | graduate medical education,,none_detected,https://pubmed.ncbi.nlm.nih.gov/34675826/
pubmed_34082154,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,34082154,PMC9009535,10.1016/j.jpsychores.2021.110527,The role of affect in chronic pain: A systematic review of within-person symptom dynamics.,"OBJECTIVE: Chronic pain is conceptualized as a biopsychosocial phenomenon that involves both physical and emotional processes. The vast majority of research regarding these facets of chronic pain characterizes differences between individuals. In this review, we describe problems with assuming that differences between persons accurately characterize within-person processes. We also provide a systematic review of studies that have examined within-person relationships between pain and affect among individuals with chronic pain.
METHOD: Articles published by December 2020 that pertained to within-person assessment of pain and emotion, affect, or mood were identified. Data regarding study design, adherence, and concurrent and prospective relationships among pain and affect variables were extracted and summarized.
RESULTS: Of 611 abstracts, 55 studies met inclusion criteria. Results suggest that individuals with chronic pain tend to experience increased negative affect and decreased positive affect when experiencing more severe pain (r pooled = .18 and - .19, respectively). However, the size of these effects appeared smaller than between-person associations, and there was evidence of significant variability between individuals. Examination of predictive relationships between pain and affect largely suggested the tendency of symptoms to predict themselves, rather than pain predicting affect or vice versa.
CONCLUSIONS: Consistent with group-level relationships, experiencing more severe pain relative to an individual's average seems to be associated with more negative affect and less positive affect. However, individuals vary in the size and even direction of these effects. More research is necessary to understand the implications of such variability for the assessment and treatment of chronic pain.",Journal of psychosomatic research,2021-Aug,2021,Madelyn R Frumkin | Thomas L Rodebaugh,2,Madelyn R Frumkin,"Department of Psychological & Brain Sciences, Washington University in St. Louis, St. Louis, MO, United States. Electronic address: mfrumkin@wustl.edu. | Department of Psychological & Brain Sciences, Washington University in St. Louis, St. Louis, MO, United States.",United States,eng,Journal Article | Systematic Review,Affect | Ecological momentary assessment | Pain,Affect | Chronic Pain | Humans | Interpersonal Relations | Prospective Studies,none_detected,https://pubmed.ncbi.nlm.nih.gov/34082154/
pubmed_34909526,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,34909526,PMC8665804,10.1089/heq.2020.0062,Treatment Disparities Among the Black Population and Their Influence on the Equitable Management of Chronic Pain.,"Introduction: Growing evidence suggests disparities in the prevalence, management, progression, and outcomes of chronic, nonmalignant pain-related conditions, especially for African American patients. Objective: The purpose of this review is to explore studied causative factors that influence the management of chronic pain among African Americans, including factors that result in disparate care that may contribute to unfavorable outcomes. Methods: This narrative review is based on available literature published on this topic published within the last 10 years. Results: Assessment of chronic pain is multifaceted, often complicated by patient medical comorbidities and a complex set of biopsychosocial/spiritual/financial and legal determinants. These complexities are further exacerbated by a patient's race, by provider bias, and by structural barriers-all intersecting and culminating in disparate outcomes. Conclusions: A comprehensive analysis is needed to identify quality improvement interventions and to mitigate major barriers contributing to disparities in the management of chronic pain in the African American population.",Health equity,2021,2021,Randall W Knoebel | Janet V Starck | Pringl Miller,3,Randall W Knoebel,"Department of Pharmacy, University of Chicago Medicine, Chicago, Illinois, USA. | Department of Palliative Care, University of Illinois Hospital, Chicago, Illinois, USA. | Physician Just Equity, Bodega Bay, California, USA.",,eng,Journal Article | Review,chronic pain | health disparities | pain management | racial minority,,none_detected,https://pubmed.ncbi.nlm.nih.gov/34909526/
pubmed_33471209,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33471209,,10.1007/s00482-020-00525-2,[Prediction and prevention of chronic postoperative pain].,"Chronic postoperative pain has been identified as a major medical and socioeconomic problem. A prevention of the chronification processes is potentially possible and preventive treatment could start early (e.g. preoperatively). So far, however, evidence for the effectiveness of preventive strategies is basically low. Important reasons for this dilemma are the lack of appropriate risk assessment as well as effective and mechanism-based preventive (procedure-sepcific) strategies for the chronification process, a lack of stratification of treatment approaches and a so far barely investigated combination of various treatment approaches. In this review article recent findings on the appropriate identification of patients at risk for developing postoperative chronic pain are presented, predictive models for the valid estimation of the individual risk of patients are assessed and studies on pharmaceutical and regional analgesia techniques influencing the pain chronification process are discussed. As a chronification process is, however, extremely complex and dynamic and also necessitates adaptation of the prevention during the course of the process, only combinations of treatment, interdisciplinary and if necessary even longer term approaches might be successful. Future studies are needed to address with which preventive treatment strategies and in which patients chronic pain after surgery can effectively be prevented.","Schmerz (Berlin, Germany)",2021-Feb,2021,Esther Pogatzki-Zahn,1,Esther Pogatzki-Zahn,"Klinik für Anästhesiologie, operative Intensivmedizin und Schmerztherapie, Universitätsklinikum Münster, Albert-Schweitzer-Campus 1, 48149, Münster, Deutschland. pogatzki@anit.uni-muenster.de.",,ger,Journal Article | Review,"Analgesia, preventive | Combined modality therapy | Models, biopsychosocial | Pain chronification | Risk stratification","Anesthesia, Conduction | Chronic Pain | Humans | Postoperative Pain",none_detected,https://pubmed.ncbi.nlm.nih.gov/33471209/
pubmed_33449168,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33449168,,10.1007/s00482-020-00527-0,[Prevention of chronic pain in the German healthcare system : Current state and perspective].,"The current healthcare provision in Germany is established, in particular, for the diagnostics and treatment of chronic pain conditions; however, the current aim is to initiate the diagnostic and therapeutic approaches oriented towards the biopsychosocial pain model in the early stages of pain, i.e. before the onset of chronification, for patients with pain and a risk of chronification in order to actively avoid chronification processes. In this context, multiple risk factors play an important role for the diagnostic and therapeutic approaches as well as for the interdisciplinary multimodal pain therapy developed for this purpose. The Global Year of the International Association for the Study of Pain (IASP) 2020 addressed the prevention of (chronic) pain, a welcome opportunity to provide a short review of the evidence for and clinical experiences with timely diagnostic and therapeutic options and to summarize the current framework conditions and scientific recommendations for Germany. At the end of this article the implications for future research are summarized, particularly for the treatment of patients with pain and risk of chronification.","Schmerz (Berlin, Germany)",2021-Feb,2021,Ulrike Kaiser | Bernd Nagel | Frank Petzke | Michael Pfingsten | Anne Gärtner | Thomas Isenberg | Katharina Augustin | Carolin Martin | Gabriele Lindena,9,Ulrike Kaiser,"Medizinische Fakultät und Universitäts SchmerzCentrum, Universitätsklinik Carl Gustav Carus Dresden, Fetscherstraße 74, 01307, Dresden, Deutschland. ulrike.kaiser.usc-tkl@uniklinikum-dresden.de. | Ambulanz, Tagesklinik,·Stationäre Behandlung, DRK Schmerz-Zentrum Mainz, Auf der Steig 16, 55131, Mainz, Deutschland. | Schmerzmedizin, Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert-Koch-Str. 40, 37075, Göttingen, Deutschland. | Medizinische Fakultät und Universitäts SchmerzCentrum, Universitätsklinik Carl Gustav Carus Dresden, Fetscherstraße 74, 01307, Dresden, Deutschland. | Deutsche Schmerzgesellschaft e. V., Alt-Moabit 101b, 10559, Berlin, Deutschland. | CLARA Klinische Forschung, Clara-Zetkin-Str. 34, 14532, Kleinmachnow, Deutschland.",,ger,Journal Article | Review,Ambulatory care/pain management | Early diagnosis/pain | Interdisciplinary pain management | Intersectoral collaboration | Secondary prevention,Chronic Pain | Combined Modality Therapy | Delivery of Health Care | Germany | Humans | Pain Management,none_detected,https://pubmed.ncbi.nlm.nih.gov/33449168/
pubmed_33534105,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:49+00:00,33534105,,10.1007/s00482-020-00523-4,[Psychosocial factors in the prevention of pain].,"The question of pain prevention is becoming increasingly important, both in society and in science. According to the International Society for the Study of Pain, general areas for which pain prevention measures can be recommended have been defined. These approaches are mostly limited to unspecific recommendations with the aim of improving general health behaviour. Common to all of them is that they essentially address psychosocial and psychobehavioral aspects. In contrast to genetic factors or other non-modifiable environmental factors, psychosocial and psychobehavioral aspects are potentially modifiable variables, making them possible starting points for prevention programs. Furthermore, recent studies provide important knowledge about psychological and social risk factors of pain chronification and thus offer new approaches for future pain prevention strategies. At the same time, the efficacy and successful implementation of such programs is so complex that valid statements on effectiveness and benefit can only be made through care-related evaluation. This review addresses psychological and social factors in the prevention of pain. A selective literature search was carried out to this end. Based on selected studies, psychological and social predictors of pain development are presented and their potential for future pain prevention programs discussed. The article concludes with a discussion of possible implications.","Schmerz (Berlin, Germany)",2021-Feb,2021,Nadeshda Andrejeva | David Baumeister | Wolfgang Eich | Jonas Tesarz,4,Nadeshda Andrejeva,"Klinik für Allgemeine Innere Medizin und Psychosomatik, Universitätsklinik Heidelberg, Thibautstr. 4, 69115, Heidelberg, Deutschland. nadeshda.andrejeva@med.uni-heidelberg.de. | Klinik für Allgemeine Innere Medizin und Psychosomatik, Universitätsklinik Heidelberg, Thibautstr. 4, 69115, Heidelberg, Deutschland.",,ger,Journal Article | Review,"Biopsychosocial model | Chronic pain | Exercise, physical | Resilience | Stress reactivity",Humans | Pain | Social Behavior,none_detected,https://pubmed.ncbi.nlm.nih.gov/33534105/
pubmed_32529305,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:50+00:00,32529305,,10.1007/s11916-020-00878-4,A Comprehensive Review of the Celiac Plexus Block for the Management of Chronic Abdominal Pain.,"PURPOSE OF REVIEW: Chronic abdominal pain (CAP) is a significant health problem that can dramatically affect quality of life and survival. Pancreatic cancer is recognized as one of the most painful malignancies with 70-80% suffering from substantial pain, often unresponsive to typical medical management. Celiac plexus neurolysis and celiac plexus block (CPB) can be performed to mitigate pain through direct destruction or blockade of visceral afferent nerves. The objective of this manuscript is to provide a comprehensive review of the CPB as it pertains to CAP with a focus on the associated anatomy, indications, techniques, neurolysis/blocking agents, and complications observed in patients who undergo CPB for the treatment of CAP.
RECENT FINDINGS: The CAP is difficult to manage due to lack of precision in diagnosis and limited evidence from available treatments. CAP can arise from both benign and malignant causes. Treatment options include pharmacologic, interventional, and biopsychosocial treatments. Opioid therapy is typically utilized for the treatment of CAP; however, opioid therapy is associated with multiple complications. CPB has successfully been used to treat a variety of conditions resulting in CAP. The majority of the literature specifically related to CPB is surrounding chronic pain associated with pancreatic cancer. The literature shows emerging evidence in managing CAP with CPB, specifically in pancreatic cancer. This review provides multiple aspects of CAP and CPB, including anatomy, medical necessity, indications, technical considerations, available evidence, and finally complications related to the management.",Current pain and headache reports,2020-Jun-11,2020,Ivan Urits | Mark R Jones | Vwaire Orhurhu | Jacquelin Peck | Devin Corrigan | Ashley Hubble | Megan Andrews | Ruby Feng | Laxmaiah Manchikanti | Alan D Kaye | Rachel J Kaye | Omar Viswanath,12,Ivan Urits,"Beth Israel Deaconess Medical Center, Department of Anesthesia, Critical Care, and Pain Medicine, Harvard Medical School, 330 Brookline Ave, Boston, MA, 02215, USA. ivanurits@gmail.com. | Beth Israel Deaconess Medical Center, Department of Anesthesia, Critical Care, and Pain Medicine, Harvard Medical School, 330 Brookline Ave, Boston, MA, 02215, USA. | Department of Anesthesiology, Mt. Sinai Medical Center of Florida, Miami Beach, FL, USA. | Creighton University School of Medicine-Phoenix Regional Campus, Phoenix, AZ, USA. | Pain Management Centers of America, Paducah, KY, USA. | Department of Anesthesiology and Pharmacology, Toxicology, and Neurosciences, Louisiana State University School of Medicine, Shreveport, LA, USA. | Valley Anesthesiology and Pain Consultants-Envision Physician Services, Phoenix, AZ, USA. | Department of Anesthesiology, Creighton University School of Medicine, Omaha, NE, USA. | Department of Anesthesiology, University of Arizona College of Medicine-Phoenix, Phoenix, AZ, USA.",Israel,eng,Journal Article | Review,Celiac plexus block | Chronic abdominal pain | Neurolytic agents | Neurolytic blocks | Pancreatic cancer,"Abdominal Pain | Celiac Plexus | Chronic Pain | Ethanol | Glucocorticoids | Humans | Nerve Block | Pancreatic Neoplasms | Pancreatitis, Chronic | Phenol | Triamcinolone | Visceral Pain",none_detected,https://pubmed.ncbi.nlm.nih.gov/32529305/
