record_id,database,pmid,pmcid,doi,title,abstract,year,journal,authors,country_contact_author,publication_types,review_type,objective_text,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_mention_location,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model,screening_status,screening_reason
pubmed_23314014,PubMed,23314014.0,,10.1097/SPC.0b013e32835d7ed2,Evidence-based approach to manage persistent wound-related pain.,"PURPOSE OF REVIEW: Pain is a significant concern in people with chronic wounds. A systematized approach is recommended for the management of wound-associated pain with the objectives to address pain relief, increase function, and restore overall quality of life.
RECENT FINDINGS: Combinations of pharmacological agents are often recommended based on varying degree of pain severity, coexisting nociceptive and neuropathic pain, and chronic inflammation related to wound-associated pain. Topical agents including morphine, tricyclic antidepressants (e.g., amitriptyline), nonsteroidal anti-inflammatory drugs (NSAIDs), capsaicin, ketamine, and lidocaine/prilocaine provide pain relief with minimal side effects. Mindful dressing selection to minimize trauma, handle excess fluid, and prevent periwound skin damage has been shown to reduce persistent wound pain. To avoid nocebo hyperalgesia, it is important to address emotions, anticipation or negative expectation of discomfort.
SUMMARY: Pain is a complex biopsychosocial phenomenon that requires multiple pharmacological and nonpharmacological management approach.",2013.0,Current opinion in supportive and palliative care,Kevin Y Woo | Laura K Abbott | Lawrence Librach,Canada,Journal Article | Review,narrative or expert review,PURPOSE OF REVIEW: Pain is a significant concern in people with chronic wounds.,clinical,llm_structured,mixed or unspecified chronic pain,no,abstract only,intervention rationale,yes,yes,yes,no,depression,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_26148424,PubMed,26148424.0,,10.1111/ajd.12365,Current concepts in vulvodynia with a focus on pathogenesis and pain mechanisms.,"Vulvodynia is a common and debilitating chronic pain syndrome characterised by neuropathic-type pain. Localised provoked vulvodynia is the most common type, followed by generalised unprovoked vulvodynia. Vulvodynia is a diagnosis of exclusion. The cause is unknown but current research suggests an underlying predisposition to increased sensitivity to pain and peripheral and central neural sensitisation. Musculoskeletal factors also play an important role. Vulvodynia has a significant impact on the quality of life, mood, functional ability and relationships of patients and their partners. It is highly associated with anxiety and depression. Treatment needs to follow a biopsychosocial model and be tailored to the patient. A multimodal and multidisciplinary approach is often most effective. We have suggested a therapeutic ladder.",2016.0,The Australasian journal of dermatology,Alicia M Thornton | Catherine Drummond,Australia,Journal Article | Review,narrative or expert review,Vulvodynia is a common and debilitating chronic pain syndrome characterised by neuropathic-type pain.,clinical,llm_structured,chronic primary pain,yes,abstract only,intervention rationale,yes,yes,yes,no,depression | anxiety,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_41268985,PubMed,41268985.0,PMC12637014,10.1111/aphw.70093,Existential therapy for treating chronic pain: A scoping review.,"Integrating an existential lens into chronic pain treatment enables a holistic and biopsychosocial approach to treating chronic pain. This scoping review aimed to identify the characteristics, themes, and results of existential therapy for treating chronic pain. We searched seven databases for empirical papers that described an existentially based intervention for a chronic pain sample. Conducted in May 2023, the search terms were related to chronic pain and truncated versions of existential and humanistic therapies. Six articles met the criteria and were included. Quantitative and qualitative studies were included, ranging from randomized controlled trials, non-randomized experiments, a case report, and a case study. Extracted data included study characteristics and common intervention themes (e.g., meaningfulness, self-identity, etc.) and outcome themes (e.g., pain-related, life satisfaction, etc.). All studies reported a reduction in pain symptoms or severity. Physical functioning was generally not influenced by existential therapy; however, it did improve with or in combination with cognitive-behavioral therapy (CBT). Meaningfulness was a common theme in all the interventions, and most articles reported increased meaningfulness in the outcomes. Spirituality seems to moderate the effectiveness of existential therapy. This offers an overview of the current state of knowledge of academically labeled existential therapies for chronic pain treatment. This further provides suggestions for advancing the study of this topic by highlighting both commonalities and inconsistencies in intervention findings.",2025.0,Applied psychology. Health and well-being,Amara Kohlert | Natasha L Gallant | Taylor G Hill | Kelsy Dabek,Canada,Journal Article | Scoping Review,scoping or mapping review,Integrating an existential lens into chronic pain treatment enables a holistic and biopsychosocial approach to treating chronic pain.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,intervention rationale,no,yes,yes,no,coping,,missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_41105043,PubMed,41105043.0,PMC12533558,10.1111/ejn.70275,Pain Perception and Modulation: Fundamental Neurobiology and Recent Advances.,"Chronic pain is a major mental health burden with significant individual and societal impact. A major challenge in clinical practice is the considerable variability in treatment responses, reflecting the complexity of associated biopsychosocial factors and their neurobiological underpinnings. This narrative review presents an up-to-date overview of neural structures, circuits, and neurochemical systems involved in pain perception and modulation, integrating foundational and recent findings from human and animal studies. We outline current models of nociceptive processing and pain perception, emphasizing dynamic interactions between ascending nociceptive input, descending modulation, and distributed cortical networks. Additionally, we describe mechanisms at spinal, subcortical, and cortical levels, along with neuroplastic changes in chronic pain. Finally, we review key neuromodulators, including opioids, monoamines, cannabinoids, and GABA. Together, these insights support the development of personalized pain management strategies grounded in systems-level neurobiology.",2025.0,The European journal of neuroscience,Willem W J van Strien | Markus W Hollmann,Netherlands,Journal Article | Review,narrative or expert review,Chronic pain is a major mental health burden with significant individual and societal impact.,conceptual,llm_structured,mixed or unspecified chronic pain,yes,abstract only,explanatory framework,yes,no,yes,no,,,missing_social,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_24261452,PubMed,24261452.0,,10.1111/head.12272,Orofacial pain: a guide for the headache physician.,"Orofacial pain represents a significant burden in terms of morbidity and health service utilization. It includes very common disorders such as toothache and temporomandibular disorders, as well as rare orofacial pain syndromes. Many orofacial pain conditions have overlapping presentations, and diagnostic uncertainty is frequently encountered in clinical practice. This review provides a clinically orientated overview of common and uncommon orofacial pain presentations and diagnoses, with an emphasis on conditions that may be unfamiliar to the headache physician. A holistic approach to orofacial pain management is important, and the social, cultural, psychological and cognitive context of each patient needs to be considered in the process of diagnostic formulation, as well as in the development of a pain management plan according to the biopsychosocial model. Recognition of psychological comorbidities will assist in diagnosis and management planning.",2014.0,Headache,Martina K Shephard | E Anne Macgregor | Joanna M Zakrzewska,,"Journal Article | Research Support, Non-U.S. Gov't | Review",narrative or expert review,Orofacial pain represents a significant burden in terms of morbidity and health service utilization.,clinical,llm_structured,chronic secondary headache or orofacial pain,no,abstract only,intervention rationale,no,yes,yes,no,,,parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_17371358,PubMed,17371358.0,PMC2408884,10.1111/j.1526-4610.2006.00716.x,Psychological risk factors in headache.,"Headache is a chronic disease that occurs with varying frequency and results in varying levels of disability. To date, the majority of research and clinical focus has been on the role of biological factors in headache and headache-related disability. However, reliance on a purely biomedical model of headache does not account for all aspects of headache and associated disability. Using a biopsychosocial framework, the current manuscript expands the view of what factors influence headache by considering the role psychological (i.e., cognitive and affective) factors have in the development, course, and consequences of headache. The manuscript initially reviews evidence showing that neural circuits responsible for cognitive-affective phenomena are highly interconnected with the circuitry responsible for headache pain. The manuscript then reviews the influence cognitions (locus of control and self-efficacy) and negative affect (depression, anxiety, and anger) have on the development of headache attacks, perception of headache pain, adherence to prescribed treatment, headache treatment outcome, and headache-related disability. The manuscript concludes with a discussion of the clinical implications of considering psychological factors when treating headache.",2007.0,Headache,Robert A Nicholson | Timothy T Houle | Jamie L Rhudy | Peter J Norton,,"Journal Article | Research Support, N.I.H., Extramural | Review",narrative or expert review,Headache is a chronic disease that occurs with varying frequency and results in varying levels of disability.,conceptual,llm_structured,chronic secondary headache or orofacial pain,no,abstract only,explanatory framework,yes,yes,yes,no,depression | anxiety | self-efficacy,,missing_social,pseudo-bps or partial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_29722923,PubMed,29722923.0,,10.1111/papr.12706,Enriched Environment and Effects on Neuropathic Pain: Experimental Findings and Mechanisms.,"Neuropathic pain inflicts tremendous biopsychosocial suffering for patients worldwide. However, safe and effective treatment of neuropathic pain is a prominent unmet clinical need. Environmental enrichment (EE) is an emerging cost-effective nonpharmacological approach to alleviate neuropathic pain and complement rehabilitation care. We present here a review of preclinical studies in ascertaining the efficacy of EE for neuropathic pain. Their proposed mechanisms, including the suppression of ascending nociceptive signaling to the brain, enhancement of the descending inhibitory system, and neuroprotection of the peripheral and central nervous systems, may collectively reduce pain perception and improve somatic and emotional functioning in neuropathic pain. The current evidence offers critical insights for future preclinical research and the translational application of EE in clinical pain management.",2018.0,Pain practice : the official journal of World Institute of Pain,Lydia Wai Tai | Sung Ching Yeung | Chi Wai Cheung,Hong Kong,Journal Article | Review,systematic review,Neuropathic pain inflicts tremendous biopsychosocial suffering for patients worldwide.,clinical,llm_structured,chronic neuropathic pain,no,abstract only,rhetorical label,yes,yes,yes,no,,,tokenistic_bps | vague_definition,rhetorical label signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_35990762,PubMed,35990762.0,PMC9345071,10.1136/bmjsem-2022-001326,Biopsychosocial approach to tendinopathy.,"Tendinopathy describes a spectrum of changes that occur in damaged tendons, leading to pain and reduced function that remains extremely challenging for all clinicians. There is an increasing awareness of the influence that psychological and psychosocial components, such as self-efficacy and fear-avoidance, have on rehabilitation outcomes in musculoskeletal medicine. Although it is widely accepted that psychological/psychosocial factors exist in tendinopathy, there is currently a distinct lack of trials measuring how these factors affect clinical outcomes. Biopsychosocial treatments acknowledge and address the biological, psychological and social contributions to pain and disability are currently seen as the most efficacious approach to chronic pain. Addressing and modulating these factors are crucial in the pathway of personalised treatments in tendinopathy and offer a real opportunity to drive positive outcomes in patients. In this education review, we also provide the current evidence-based guidance on psychological and psychosocial developments in musculoskeletal medicine and how these may be translated to treating tendinopathy using a biopsychosocial model.",2022.0,BMJ open sport & exercise medicine,Nathan Edgar | Christopher Clifford | Seth O'Neill | Carles Pedret | Paul Kirwan | Neal L Millar,,Journal Article | Review,narrative or expert review,"Tendinopathy describes a spectrum of changes that occur in damaged tendons, leading to pain and reduced function that remains extremely challenging for all clinicians.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,title and abstract,intervention rationale,yes,yes,yes,no,fear-avoidance | self-efficacy,,none,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_12421777,PubMed,12421777.0,PMC1756295,10.1136/emj.19.6.526,Prevention of chronic pain after whiplash.,"The acute whiplash injury is a significant health burden for patients and the healthcare system. Traditional approaches to treatment fail to resolve this ever growing medicolegal and social problem. A new biopsychosocial model of whiplash disorder encourages new ways of treating and preventing of the chronic disability. This biopsychosocial model takes into account the mechanism by which acute pain becomes chronic pain, and how this can be prevented. Specific education and treatments encourage a behaviour after whiplash injury that is conducive to more rapid recovery, and provides the whiplash patient with insight into the mediators of chronic pain. The article describes in practical terms how to use education, reassurance, a more judicious use of therapy, and exercise to achieve this goal. Practical guidelines are provided on educating the patient about other symptoms that may cause concern.",2002.0,Emergency medicine journal : EMJ,R Ferrari,Canada,Journal Article | Review,narrative or expert review,The acute whiplash injury is a significant health burden for patients and the healthcare system.,clinical,llm_structured,chronic postsurgical or posttraumatic pain,unclear,abstract only,intervention rationale,yes,no,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_32870949,PubMed,32870949.0,,10.11607/ofph.2608,"Treating Temporomandibular Disorders in the 21st Century: Can We Finally Eliminate the ""Third Pathway""?","Within the orofacial pain discipline, the most common group of afflictions is temporomandibular disorders (TMD). The pathologic and functional disorders included in this condition closely resemble those that are seen in the orthopedic medicine branch of the medical profession, so it would be expected that the same principles of orthopedic diagnosis and treatment are applied. Traditional orthopedic therapy relies on a ""Two Pathway"" approach involving conservative and/or surgical treatments. However, over the course of the 20th century, some members of the dental community have created another way of approaching these disorders- referred to in this paper as the ""Third Pathway""-based on the assumption that signs and symptoms of TMD are due to a ""bad"" relationship between the mandible and skull, leading to a variety of irreversible occlusal or surgical corrective treatments. Since no other human joint is discussed in these terms within the orthopedic medicine communities, it has become progressively clear that the Third Pathway is a unique and artificial conceptual creation of the dental profession. However, many clinical studies have utilized the medically oriented conservative/surgical Two-Pathway model to diagnose and treat TMD within a biopsychosocial model of pain. These studies have shown that TMD comprise another domain of orthopedic illness that requires a medically oriented approach for good outcomes while avoiding the irreversible aspects of the Third Pathway. This review presents historical and current evidence that the Third Pathway is an example of unorthodox medicine that leads to unnecessary overtreatment and further proposes that it is time to abandon this approach as we move forward in the TMD field.",2020.0,Journal of oral & facial pain and headache,Charles S Greene | Daniele Manfredini,,Journal Article | Review,narrative or expert review,"Within the orofacial pain discipline, the most common group of afflictions is temporomandibular disorders (TMD).",clinical,llm_structured,chronic secondary headache or orofacial pain,no,abstract only,justification,no,no,yes,no,,,tokenistic_bps | vague_definition | missing_biology,rhetorical label signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_26600874,PubMed,26600874.0,PMC4643870,10.1177/1756285615605699,An update on the management of post-traumatic headache.,"Recent studies from the UK give the debate about how to deal best with patients suffering from whiplash injury new impetus. Following whiplash injury, about 90% of patients complain about head and/or neck pain, as well as dizziness, sleep problems and anxiety. These symptoms are often referred to as whiplash-associated disorders. In the majority of cases, these complaints develop within a few days or weeks following the accident. However, 30-50% of patients experience prolonged symptoms for more than 6 months, with headache as the main complaint. In accordance with the bio-psycho-social model of chronic post-traumatic headache, the following treatment options have been suggested: (1) proper patient education with detailed explanation of the condition; (2) support of normal movement; (3) avoiding immobilization; (4) resumption of work; and (5) targeted physiotherapy. Based on current study data, intensified physiotherapy seems not to be superior to standard therapy with simple patient education and can therefore not be recommended considering cost-benefit aspects.",2015.0,Therapeutic advances in neurological disorders,Mark Obermann | Steffen Naegel | Bert Bosche | Dagny Holle,Germany,Journal Article | Review,narrative or expert review,Recent studies from the UK give the debate about how to deal best with patients suffering from whiplash injury new impetus.,clinical,llm_structured,chronic postsurgical or posttraumatic pain,yes,abstract only,intervention rationale,no,yes,yes,no,anxiety,,parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_22435173,PubMed,22435173.0,,10.1179/crn.2012.003,"A critical review of Dr. Charles S. Greene's article titled ""Managing the Care of Patients with Temporomandibular Disorders: a new Guideline for Care"" and a revision of the American Association for Dental Research's 1996 policy statement on temporomandibular disorders, approved by the AADR Council in March 2010, published in the Journal of the American Dental Association September 2010.","Dr. Charles Greene's article, ""Managing the Care of Patients with TMDs A New Guideline for Care,"" and the American Association for Dental Research's (AADR) 2010 Policy Statement on Temporomandibular Disorders, published in the Journal of the American Dental Association (JADA) September 2010, are reviewed in detail. The concept that all temporomandibular disorders (TMDs) should be lumped into one policy statement for care is inappropriate. TMDs are a collection of disorders that are treated differently, and the concept that TMDs must only be managed within a biopsychosocial model of care is inappropriate. TMDs are usually a musculoskeletal orthopedic disorder, as defined by the AADR. TMD orthopedic care that is peer-reviewed and evidence-based is available and appropriate for some TMDs. Organized dentistry, including the American Dental Association, and mainstream texts on TMDs, support the use of orthopedics in the treatment of some TMDs. TMDs are not psychological or social disorders. Informed consent requires that alternative care is discussed with patients. Standard of care is a legal concept that is usually decided by a court of law and not decided by a policy statement, position paper, guidelines or parameters of care handed down by professional organizations. The 2010 AADR Policy Statement on TMD is not the standard of care in the United States. Whether a patient needs care for a TMD is not decided by a diagnostic test, but by whether the patient has significant pain, dysfunction and/or a negative change in quality of life from a TMD and they want care. Some TMDs need timely invasive and irreversible care.",2012.0,Cranio : the journal of craniomandibular practice,H Clifton Simmons,,Journal Article | Meta-Analysis,meta-analysis,Dr.,conceptual,llm_structured,chronic secondary headache or orofacial pain,yes,abstract only,rhetorical label,yes,yes,yes,no,,,tokenistic_bps | vague_definition,rhetorical label signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_23786498,PubMed,23786498.0,PMC3793283,10.1185/03007995.2013.810615,The development of chronic pain: physiological CHANGE necessitates a multidisciplinary approach to treatment.,"Chronic pain is currently under-diagnosed and under-treated, partly because doctors' training in pain management is often inadequate. This situation looks certain to become worse with the rapidly increasing elderly population unless there is a wider adoption of best pain management practice. This paper reviews current knowledge of the development of chronic pain and the multidisciplinary team approach to pain therapy. The individual topics covered include nociceptive and neuropathic pain, peripheral sensitization, central sensitization, the definition and diagnosis of chronic pain, the biopsychosocial model of pain and the multidisciplinary approach to pain management. This last section includes an example of the implementation of a multidisciplinary approach in Belgium and describes the various benefits it offers; for example, the early multidimensional diagnosis of chronic pain and rapid initiation of evidence-based therapy based on an individual treatment plan. The patient also receives continuity of care, while pain relief is accompanied by improvements in physical functioning, quality of life and emotional stress. Other benefits include decreases in catastrophizing, self-reported patient disability, and depression. Improved training in pain management is clearly needed, starting with the undergraduate medical curriculum, and this review is intended to encourage further study by those who manage patients with chronic pain.",2013.0,Current medical research and opinion,Joseph Pergolizzi | Karsten Ahlbeck | Dominic Aldington | Eli Alon | Flaminia Coluzzi | Albert Dahan | Frank Huygen | Magdalena Kocot-Kępska | Ana Cristina Mangas | Philippe Mavrocordatos | Bart Morlion | Gerhard Müller-Schwefe | Andrew Nicolaou | Concepción Pérez Hernández | Patrick Sichère | Michael Schäfer | Giustino Varrassi,,"Journal Article | Research Support, Non-U.S. Gov't | Review",narrative or expert review,"Chronic pain is currently under-diagnosed and under-treated, partly because doctors' training in pain management is often inadequate.",clinical,llm_structured,mixed or unspecified chronic pain,no,abstract only,intervention rationale,yes,yes,yes,no,catastrophizing | depression | stress,,none,potential integrative signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_24405725,PubMed,24405725.0,PMC3907141,10.1186/1471-2474-15-10,"Are depression, anxiety and poor mental health risk factors for knee pain? A systematic review.","BACKGROUND: While it is recognized that psychosocial factors are important in the development and progression of musculoskeletal pain and disability, no systematic review has specifically focused on examining the relationship between psychosocial factors and knee pain. We aimed to systematically review the evidence to determine whether psychosocial factors, specifically depression, anxiety and poor mental health, are risk factors for knee pain.
METHODS: Electronic searches of MEDLINE, EMBASE and PsycINFO were performed to identify relevant studies published up to August 2012 using MESH terms and keywords. We included studies that met a set of predefined criteria and two independent reviewers assessed the methodological quality of the selected studies. Due to the heterogeneity of the studies, a best evidence synthesis was performed.
RESULTS: Sixteen studies were included in the review, of which 9 were considered high quality. The study populations were heterogeneous in terms of diagnosis of knee pain. We found a strong level of evidence for a relationship between depression and knee pain, limited evidence for no relationship between anxiety and knee pain, and minimal evidence for no relationship between poor mental health and knee pain.
CONCLUSIONS: Despite the heterogeneity of the included studies, these data show that depression plays a significant role in knee pain, and that a biopsychosocial approach to the management of this condition is integral to optimising outcomes for knee pain.",2014.0,BMC musculoskeletal disorders,Pyae P Phyomaung | Julia Dubowitz | Flavia M Cicuttini | Sanduni Fernando | Anita E Wluka | Paul Raaijmaakers | Yuanyuan Wang | Donna M Urquhart,Australia,"Journal Article | Research Support, Non-U.S. Gov't | Systematic Review",systematic review,"BACKGROUND: While it is recognized that psychosocial factors are important in the development and progression of musculoskeletal pain and disability, no systematic review has specifically focused on examining the relationship between psychosocial factors and knee pain.",epidemiological,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,yes,yes,no,depression | anxiety,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_40624502,PubMed,40624502.0,PMC12235893,10.1186/s12939-025-02560-w,Social dimensions as explanatory approaches for the development of chronic pain: a meta-ethnography of qualitative studies.,"Chronic non-malignant pain - especially low back pain and headache disorders - is an increasingly common condition affecting many people globally. The biopsychosocial model of pain is widely used in the field of chronic pain research and considers the complex etiologies of chronic pain. Although the biopsychosocial model is well accepted, most studies address biomedical and psychological aspects, while neglecting the social dimension. The aim of our meta-ethnography was to systematically collect and analyze qualitative studies that explored social dimensions as explanatory approaches for chronic pain onset and progression. We used meta-ethnography guidelines and conducted systematic searches in three databases (PubMed, Web of Science, CINAHL) in November 2023, and an update in November 2024. Critical appraisal of included studies was performed using the JBI critical appraisal checklist for qualitative research. We included twenty-seven studies and developed eight categories of social dimensions that contribute to explaining chronic pain. These third order constructs were gender relations and gender inequity, stigmatization, discrimination, and marginalization based on social identity, adversities, harsh living and working conditions, high expectations regarding work or school, cultural and religious beliefs and values, loneliness, and lifestyle factors. Our findings help confirm that there are relevant social dimensions that contribute to the chronicity of pain. Addressing these dimensions is necessary for adequate understanding of chronic pain's complexity and preventing chronic pain onset and progression.",2025.0,International journal for equity in health,Sarah Potthoff | Dominik Koesling | Claudia Bozzaro,Germany,Journal Article | Meta-Analysis | Systematic Review,systematic review,"aim of our meta-ethnography was to systematically collect and analyze qualitative studies that explored social dimensions as explanatory approaches for chronic pain onset and progression. We used meta-ethnography guidelines and conducted systematic searches in three databases (PubMed, Web of Science, CINAHL) in November 2023, and an update in November 2024. Critical appraisal of included studies was performed using the JBI critical appraisal checklist for qualitative research. We included twenty-seven studies and developed eight categories of social dimensions that contribute to explaining chronic pain. These third order constructs were gender relations and gender inequity, stigmatization, discrimination, and marginalization based on social identity, adversities, harsh living and working conditions, high expectations regarding work or school, cultural and religious beliefs and values, loneliness, and lifestyle factors. Our findings help confirm that there are relevant social dimensions that contribute to the chronicity of pain. Addressing these dimensions is necessary for adequate understanding of chronic pain's complexity and preventing chronic pain onset and progression.",conceptual,llm_structured,mixed or unspecified chronic pain,yes,abstract only,explanatory framework,yes,yes,yes,yes,,,missing_social,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_39468650,PubMed,39468650.0,PMC11514884,10.1186/s41927-024-00430-6,What are the functional and clinical characteristics shared by fibromyalgia and low back pain? A scoping review.,"BACKGROUND: Fibromyalgia and chronic primary low back pain are two chronic pain conditions with a significant biopsychosocial burden. Recently, the International Association for the Study of Pain has grouped them under the term chronic primary pain. To further explore similarities and differences between these two conditions, the objective of this scoping review is to explore the pain-related, physiological and psychological outcomes in individuals with fibromyalgia and low back pain.
METHODS: The following databases were used to find relevant studies, using the PRISMA guidelines: Medline, Psycinfo, and CINAHL. Studies were included if they encompassed both participants with fibromyalgia or low back pain, with the objective to compare pain-related, physiological and/or psychological outcomes.
RESULTS: Nineteen studies were selected for extraction. Among the 2801 participants, 968 had fibromyalgia (mean age 48.56 ± 7.97 years, with 94% being female) and 896 had low back pain (mean age 47.48 ± 8.15 years, with 80% being female). Pain sensitivity, physical dysfunction, illness perception, psychological distress, alexithymia, depression, and anxiety were generally more severe in participants with fibromyalgia. Most studies found similar levels of pain intensity, kinesiophobia, quality of pain, quality of life, impact of pain, suicidal risk, anger, and social support comparing individuals with fibromyalgia and individuals with low back pain.
DISCUSSION: This scoping review highlights that although both conditions show similar pain intensity and impact on quality of life, fibromyalgia is associated with greater overall severity than low back pain, especially in sensitivity to pain and depression/anxiety.",2024.0,BMC rheumatology,Bastien Couëpel | Mathieu Tremblay | Marjorie Bernier | Jacques Abboud | Martin Descarreaux,Canada,Journal Article | Scoping Review,scoping or mapping review,BACKGROUND: Fibromyalgia and chronic primary low back pain are two chronic pain conditions with a significant biopsychosocial burden.,clinical,llm_structured,chronic primary pain,yes,abstract only,organizing principle,yes,yes,yes,no,fear-avoidance | coping | depression | anxiety | illness perception | stress,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_17420400,PubMed,17420400.0,,10.1212/01.wnl.0000259085.61898.9e,The impact of neuropathic pain on health-related quality of life: review and implications.,"A number of high-quality studies have recently been published that examine the association between neuropathic pain and health-related quality of life (HRQoL). The current review identified 52 such studies in patients with six neuropathic pain conditions associated with lesions of either the peripheral (postsurgical neuropathic pain associated with breast and amputation surgery, postherpetic neuralgia, and painful diabetic neuropathy) or central (poststroke pain, spinal cord injury pain, multiple sclerosis pain) nervous system. The results provide strong evidence that the presence and severity of neuropathic pain are associated with greater impairments in a number of important HRQoL domains. However, the evidence also indicates that this impact varies somewhat as a function of the HRQoL domain being considered and that different measures of HRQoL are differentially sensitive to the effects of neuropathic pain. The findings have important implications for the selection of HRQoL domains and measures to use in clinical trials and in clinical research on HRQoL in persons with neuropathic pain and suggest that a biopsychosocial (as opposed to a primarily biomedical) approach would be appropriate for understanding and treating neuropathic pain.",2007.0,Neurology,Mark P Jensen | Marci J Chodroff | Robert H Dworkin,,"Journal Article | Meta-Analysis | Research Support, Non-U.S. Gov't | Review",meta-analysis,A number of high-quality studies have recently been published that examine the association between neuropathic pain and health-related quality of life (HRQoL).,mixed,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,no,yes,no,,,parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
