record_id,year,review_type,Central Sensitization and Neuroplasticity,Musculoskeletal and Structural Pathology,Pharmacological and Biomedical Treatment,Sleep Disruption and Circadian Dysregulation,Immune Inflammatory and Neuroinflammatory Processes,Genetic Epigenetic and Biological Vulnerability,Neuroimaging Brain Structure and Function,Nociceptive Transmission and Pain Pathways,Physical Function Mobility and Deconditioning,Metabolic Nutritional and Hormonal Factors,Catastrophizing and Negative Cognitive Appraisal,Fear Avoidance and Pain Related Fear,Depression Emotional Distress and Affect,Anxiety and Psychological Reactivity,Self Efficacy Control Beliefs and Perceived Mastery,Acceptance Psychological Flexibility and Mindfulness,Pain Coping Strategies and Adjustment,Attention Vigilance and Pain Processing,Illness Beliefs Pain Representations and Meaning,Cognitive Behavioral and Psychotherapeutic Approaches,Third Wave Therapies ACT and Contextual Approaches,Resilience Positive Psychology and Post Traumatic Growth,Identity Self Concept and Chronic Pain Biography,Trauma Adverse Childhood and Life Events,Personality Psychological Traits and Individual Differences,Cognitive Function Executive Processes and Brain Health,Motivational Processes Goal Pursuit and Engagement,Healthcare Seeking Treatment Adherence and Engagement,Emotional Regulation and Pain Affect Processing,Mental Health Comorbidity and Psychological Wellbeing,Social Support Network and Interpersonal Resources,Work Disability Occupational Function and Productivity,Family Caregiver and Household Dynamics,Socioeconomic Status and Health Inequity,Healthcare Access Navigation and System Factors,Cultural Ethnic and Demographic Context,Community Participation and Social Role Functioning,Legal Compensation and Medicolegal Systems,Health Literacy Education and Patient Empowerment,Stigma Social Isolation and Exclusion,Return to Work Vocational Rehabilitation and Employment,Social Determinants of Pain and Environment
pubmed_40418249,2025.0,systematic review,0.03264119,0.035517532,0.032498177,0.032669306,0.032963652,0.032979853,0.031825777,0.03007153,0.034693964,0.03593903,0.016545694,0.016407529,0.016709793,0.017099822,0.015674014,0.016589686,0.016481537,0.01654749,0.01563396,0.016510328,0.016069386,0.016993664,0.015925167,0.016955312,0.016938161,0.016597962,0.01645983,0.016347302,0.016302608,0.017510762,0.02806225,0.029449787,0.02841012,0.028010156,0.02861416,0.028296858,0.02739219,0.028624535,0.02682292,0.02780416,0.027436296,0.028876554
pubmed_10870733,2000.0,narrative or expert review,0.036073685,0.03438224,0.035198048,0.03190267,0.033912864,0.03328099,0.03461027,0.034973543,0.03288211,0.033383604,0.01687366,0.017175827,0.0168345,0.016590845,0.015814396,0.016965223,0.01746914,0.017950872,0.018178323,0.017851822,0.017563572,0.017064175,0.017735647,0.016683228,0.01698352,0.017250868,0.017531684,0.017539762,0.017318148,0.017024765,0.025922284,0.02566193,0.026029943,0.02618109,0.027253933,0.026484383,0.025920233,0.02718219,0.026325319,0.026225902,0.024328481,0.027484318
pubmed_2181358,1990.0,narrative or expert review,0.033623822,0.035015874,0.03465804,0.034772325,0.03346864,0.03408879,0.032527752,0.032478843,0.033852536,0.03621339,0.017425176,0.017412573,0.017843097,0.018216733,0.016311476,0.017302178,0.017403068,0.017357526,0.017248275,0.017376354,0.016778175,0.017173832,0.016325185,0.016694874,0.017421173,0.01706606,0.016802717,0.017256713,0.017426861,0.017957963,0.026442561,0.026314462,0.026634334,0.025879022,0.026038514,0.02647892,0.02627934,0.02581513,0.026087271,0.027778998,0.024500301,0.026351135
pubmed_30520741,2019.0,narrative or expert review,0.034338087,0.034069456,0.037372485,0.03237082,0.03361956,0.033096712,0.03283963,0.034498144,0.034639746,0.034855355,0.016722595,0.017104257,0.016798085,0.016940586,0.016002467,0.017107148,0.01791239,0.017677844,0.016780965,0.018377997,0.018368607,0.016689988,0.016713811,0.016776081,0.016606644,0.017465768,0.017233685,0.017928697,0.017701041,0.017091371,0.025132954,0.02569641,0.027005902,0.025402064,0.027296657,0.027201682,0.025981607,0.02676613,0.026285551,0.02567555,0.025151884,0.026703594
pubmed_26889614,2016.0,systematic review,0.033864707,0.034481205,0.03338452,0.030911366,0.032916714,0.032361798,0.03301906,0.032749563,0.03338983,0.033721272,0.016571146,0.016424866,0.016678486,0.016451472,0.01599417,0.016481705,0.017469132,0.017065564,0.016628612,0.017404336,0.016913747,0.016943298,0.016942859,0.017574422,0.016470877,0.01705285,0.017207718,0.017361676,0.017070644,0.017592428,0.026627876,0.027567776,0.026787117,0.027291335,0.028402109,0.02712612,0.027140982,0.032115918,0.025922345,0.026504764,0.027733289,0.027780399
pubmed_29494401,2018.0,narrative or expert review,0.039358668,0.03561635,0.03688272,0.033108138,0.03781496,0.034564227,0.041663375,0.03593391,0.032995746,0.035861887,0.01655265,0.016788295,0.016482428,0.016591327,0.015684564,0.016430296,0.016811572,0.01802822,0.017075725,0.0180829,0.017451216,0.01666998,0.016679373,0.01655021,0.016855286,0.01833536,0.016954165,0.016594816,0.017665466,0.016616125,0.024515754,0.024360726,0.023821656,0.023928443,0.0256879,0.02554591,0.024864683,0.026251867,0.02443606,0.02417304,0.023852525,0.02586145
pubmed_35467583,2022.0,narrative or expert review,0.036561646,0.035613164,0.035484266,0.033109613,0.034574054,0.034759294,0.033148613,0.033766538,0.03380645,0.036176365,0.016510433,0.017192826,0.016836058,0.016730955,0.016634742,0.017137283,0.017346142,0.01753358,0.01729897,0.017917018,0.017534927,0.017198749,0.016950764,0.017015886,0.016775774,0.01688295,0.017513264,0.018142423,0.017606912,0.017240321,0.02453247,0.02536114,0.02542088,0.02529926,0.026597366,0.02690282,0.02541412,0.02618143,0.02667941,0.025559008,0.024381006,0.026671058
pubmed_27023418,2016.0,meta-analysis,0.035110258,0.033253152,0.036615312,0.03231909,0.035213966,0.03398952,0.034660634,0.036797386,0.032797925,0.035342768,0.01670773,0.01682455,0.016802503,0.017389463,0.016002797,0.01635291,0.017481962,0.017593898,0.016378187,0.017705379,0.017443866,0.016529134,0.016548531,0.017090451,0.01737899,0.016740033,0.01663572,0.017014649,0.017333519,0.016845744,0.026111621,0.026114158,0.02588297,0.026144097,0.026994688,0.026798775,0.026143068,0.026830902,0.025741266,0.026302556,0.025045646,0.027090231
pubmed_27902569,2017.0,narrative or expert review,0.03489326,0.0331295,0.033671807,0.03193042,0.034746297,0.036616553,0.03381905,0.033537075,0.03170251,0.034853514,0.016563177,0.017213807,0.01726678,0.017107626,0.016263599,0.016892975,0.017222524,0.017534588,0.017097168,0.017653273,0.017123705,0.01736743,0.017869111,0.0169423,0.020160053,0.017142944,0.017221194,0.01662693,0.018163864,0.01736696,0.02588036,0.025210544,0.02631374,0.026499284,0.026107196,0.029269796,0.026185587,0.026340514,0.025137657,0.026293393,0.023228085,0.02773387
pubmed_31977935,2020.0,systematic review,0.034244828,0.0354115,0.035065383,0.032146137,0.03295757,0.032479044,0.032238267,0.031923052,0.03402951,0.034504723,0.016583953,0.016451892,0.016350139,0.016334884,0.016816188,0.017313175,0.017347416,0.016764732,0.0169712,0.018063232,0.018119778,0.017534506,0.017018909,0.01656092,0.017148167,0.016479269,0.017536731,0.01802889,0.017046174,0.017429851,0.026596447,0.02641738,0.02592096,0.02654498,0.02775457,0.027229944,0.02710269,0.027799074,0.027665824,0.026495898,0.025927912,0.027644323
pubmed_40101218,2025.0,systematic review,0.033732418,0.034095768,0.033735316,0.032750186,0.033045985,0.033532545,0.032788996,0.031479403,0.03335002,0.03428937,0.017076716,0.016660236,0.017181573,0.017049983,0.016092336,0.016930182,0.017276905,0.017402323,0.017126609,0.017709533,0.017116202,0.01702368,0.016987544,0.017582355,0.017897824,0.017494645,0.01656344,0.018185379,0.01722066,0.018121874,0.02604108,0.026876707,0.02672624,0.02687772,0.02811753,0.028171914,0.02762665,0.026935106,0.026603652,0.026507962,0.024908468,0.027106978
pubmed_32871946,2020.0,meta-analysis,0.034174263,0.034853585,0.035790678,0.032719687,0.03312548,0.03210272,0.03348143,0.031763654,0.035590008,0.034198504,0.01698607,0.016418764,0.016885744,0.016996715,0.017080339,0.018266264,0.01759135,0.017358717,0.016873853,0.018919522,0.019156676,0.01731771,0.016405316,0.016957229,0.016840247,0.017654458,0.017584946,0.017846903,0.01722899,0.017930198,0.025176946,0.026810372,0.0255075,0.025349993,0.026725883,0.026090242,0.026561543,0.026432563,0.026171155,0.025824336,0.026476847,0.026872637
pubmed_27496639,2016.0,narrative or expert review,0.035168003,0.035509747,0.035155635,0.033439744,0.034308735,0.033710342,0.03318489,0.033090208,0.034948163,0.03368453,0.0156834,0.015689127,0.015693795,0.015664045,0.015566414,0.016045101,0.01604893,0.01591841,0.015941482,0.016285177,0.016248038,0.016454976,0.015805762,0.016552668,0.015482949,0.015848707,0.015691249,0.017130068,0.015788538,0.015861172,0.027958075,0.027666694,0.02716428,0.02891439,0.029548774,0.02811489,0.028046584,0.02830303,0.028276023,0.02882308,0.027534243,0.028049938
pubmed_24080806,2013.0,narrative or expert review,0.033186007,0.03250799,0.033744026,0.031160356,0.032449845,0.032249846,0.032303255,0.031003388,0.032520883,0.033074405,0.018060958,0.01774719,0.018430917,0.018355064,0.016897436,0.017973326,0.01817349,0.018746536,0.018130828,0.019113565,0.018169858,0.017949002,0.018696275,0.017641675,0.018631233,0.018420743,0.018034229,0.017997263,0.018619472,0.019010905,0.025767727,0.025758896,0.025165621,0.025884135,0.026580358,0.026963562,0.02632164,0.025726058,0.025371246,0.02627862,0.024213502,0.026968649
pubmed_24690764,2014.0,narrative or expert review,0.034320626,0.034247767,0.035564587,0.03233965,0.034045026,0.033903606,0.033719137,0.03367869,0.032940198,0.03464073,0.016889343,0.016789628,0.017387059,0.016983693,0.01621194,0.016802108,0.01765002,0.017443111,0.017581342,0.018431144,0.018025156,0.017509758,0.017625295,0.016767148,0.017291695,0.017016914,0.017314136,0.017327337,0.01771067,0.017642483,0.026395118,0.025138862,0.025742263,0.025937974,0.026525455,0.02749146,0.026650282,0.026189994,0.026460592,0.02572283,0.024181383,0.02766378
pubmed_30893103,2019.0,narrative or expert review,0.036550585,0.035548374,0.03608844,0.032964192,0.0352082,0.034571245,0.034877203,0.035682444,0.034335334,0.035573952,0.017262874,0.017079173,0.016774064,0.017056227,0.01600301,0.016508458,0.017105168,0.017962376,0.017205425,0.017699087,0.017318325,0.01681334,0.018155176,0.01670333,0.017338142,0.01727031,0.017189017,0.016837284,0.017668879,0.017150346,0.024855973,0.024847675,0.024480082,0.025736617,0.026217913,0.02598871,0.025383996,0.026315344,0.024769707,0.025967503,0.023906432,0.02703002
pubmed_22406986,2012.0,narrative or expert review,0.034747742,0.03528225,0.03546577,0.03311328,0.0342119,0.033397708,0.032877743,0.033638652,0.032871317,0.034893665,0.017836506,0.017474528,0.01758201,0.017697839,0.01661364,0.017187266,0.017657867,0.018243792,0.018773137,0.018360484,0.017907534,0.017234199,0.017755345,0.016837388,0.017417071,0.017282924,0.017161246,0.01758963,0.018113334,0.018274248,0.024796065,0.02449507,0.024732353,0.025648331,0.026287181,0.026366485,0.025003556,0.027036551,0.025749253,0.026180575,0.02358577,0.026618794
pubmed_23314014,2013.0,narrative or expert review,0.03538392,0.03440831,0.03702352,0.032707028,0.034531336,0.033009265,0.033087045,0.034474555,0.033847984,0.035027027,0.016553475,0.01713008,0.016609423,0.016939836,0.01659714,0.017060854,0.018110897,0.01812691,0.016677557,0.018895792,0.018809253,0.017081032,0.017229205,0.01728547,0.016900258,0.017341493,0.017746972,0.017945828,0.0176975,0.01726099,0.02483467,0.02567131,0.02531496,0.02450538,0.026984176,0.02625503,0.025468625,0.02726407,0.025926007,0.024910523,0.025080461,0.026284799
pubmed_26148424,2016.0,narrative or expert review,0.036756106,0.03632543,0.03574204,0.03331112,0.03581281,0.03644494,0.034023363,0.03637271,0.033920974,0.03599052,0.01641421,0.017094426,0.016911104,0.017099453,0.015874274,0.016398188,0.016581299,0.018016683,0.016694115,0.017785482,0.01778256,0.016868994,0.01677749,0.016922478,0.01690667,0.016495405,0.017386302,0.016877871,0.01679134,0.017421676,0.024873195,0.025235074,0.025193194,0.02460115,0.025787879,0.026523184,0.025602551,0.026030293,0.024571633,0.02594167,0.025653148,0.026187018
pubmed_41268985,2025.0,scoping or mapping review,0.033281494,0.0319545,0.034013037,0.030654598,0.031963225,0.031785596,0.032059316,0.03068676,0.031236697,0.03216476,0.017688861,0.01726143,0.017672414,0.017218972,0.017258745,0.018360792,0.017997919,0.017555293,0.01813437,0.019539097,0.019929787,0.018688846,0.018347302,0.018136524,0.017930316,0.017407198,0.018140068,0.018923722,0.017934907,0.017773459,0.02640631,0.026057683,0.025927631,0.02625063,0.026676256,0.027834833,0.026909098,0.02637141,0.026955679,0.026511237,0.025421409,0.02707785
pubmed_41105043,2025.0,narrative or expert review,0.03857592,0.03556388,0.036922537,0.033930045,0.037149902,0.035413384,0.037620693,0.036939695,0.033080574,0.036603324,0.016664244,0.016901156,0.01691919,0.016753871,0.015896283,0.016707567,0.017064508,0.018262487,0.0169523,0.018152028,0.017546114,0.016633466,0.01665282,0.016517738,0.017137967,0.017767495,0.017371593,0.016711459,0.018291913,0.017295819,0.02411604,0.023954403,0.024406401,0.024134966,0.025433332,0.025727775,0.024667526,0.025947552,0.02462093,0.024103563,0.022778219,0.026109286
pubmed_24261452,2014.0,narrative or expert review,0.033080656,0.034717947,0.0348618,0.032356612,0.033777494,0.032281913,0.03345712,0.03332055,0.03289589,0.03475001,0.016815867,0.017516287,0.01720359,0.016904604,0.01569604,0.01687206,0.017601289,0.018180752,0.017606625,0.018178279,0.017930903,0.016482795,0.017064227,0.016797572,0.01699127,0.017752549,0.017231505,0.017759327,0.017576694,0.018037789,0.025404572,0.026370674,0.026668781,0.026699223,0.028083002,0.027856112,0.025837056,0.027329149,0.026830826,0.025532449,0.024690315,0.026997857
pubmed_17371358,2007.0,narrative or expert review,0.033151448,0.031909835,0.033107698,0.032207783,0.032961715,0.033913605,0.03353922,0.030593116,0.031902645,0.035112932,0.017974224,0.018103415,0.018661939,0.018580606,0.01711926,0.017688088,0.017904116,0.018045586,0.017409835,0.018552352,0.017525198,0.01777191,0.017622482,0.017730165,0.018422091,0.019399958,0.017828112,0.017950961,0.018323896,0.01928582,0.025040483,0.026371745,0.026248103,0.026065908,0.027283499,0.026955487,0.0253314,0.025488766,0.025274776,0.025418932,0.023986854,0.026334053
pubmed_29722923,2018.0,systematic review,0.037208274,0.033410903,0.03598269,0.03257506,0.035565216,0.034740765,0.034377,0.035049662,0.032995723,0.036194738,0.015965274,0.016026406,0.016685834,0.016193992,0.015978977,0.01595575,0.016284155,0.017421653,0.01613408,0.01736073,0.017131003,0.01678633,0.015867181,0.016914725,0.01629683,0.016937146,0.017124433,0.016838321,0.017720617,0.016776577,0.026399259,0.025686,0.02536498,0.02694279,0.026684035,0.026865447,0.026449436,0.02653717,0.027737133,0.026045408,0.025093481,0.029694874
pubmed_35990762,2022.0,narrative or expert review,0.035330776,0.036280338,0.035895113,0.032222904,0.034061983,0.03432978,0.03228702,0.03284588,0.034083787,0.034662426,0.0165399,0.016940603,0.016785067,0.016898407,0.016723385,0.017403625,0.01725851,0.017523978,0.016658518,0.018491201,0.018432891,0.017913545,0.01711873,0.017262707,0.017275922,0.016785083,0.017887842,0.018095382,0.017141186,0.017863564,0.02589656,0.025829094,0.024788413,0.025978189,0.026130948,0.02647328,0.026074976,0.026342101,0.025649156,0.025673052,0.025144204,0.027020033
pubmed_12421777,2002.0,narrative or expert review,0.03499048,0.034130428,0.035593554,0.032251388,0.03365555,0.032328922,0.033124942,0.032169715,0.033935018,0.032820016,0.016735958,0.016856488,0.016363127,0.01694305,0.016353838,0.017124776,0.017356506,0.017757848,0.017143426,0.018284664,0.018081887,0.017872058,0.017368771,0.017394729,0.01655056,0.017352412,0.016696636,0.017947592,0.016895806,0.017319864,0.025966989,0.027113538,0.026456837,0.025510984,0.02737964,0.026627062,0.026782,0.028251618,0.027270045,0.025906581,0.026650328,0.026684375
pubmed_32870949,2020.0,narrative or expert review,0.0344854,0.03693701,0.03618302,0.033903744,0.03426466,0.032803625,0.03317218,0.034057897,0.03399172,0.03470075,0.017215064,0.017076286,0.016634552,0.01672504,0.01612115,0.01692957,0.01691411,0.017392445,0.017167874,0.018565018,0.01981286,0.01690357,0.01681627,0.017270096,0.016737513,0.016952395,0.017290285,0.017873865,0.016887965,0.017214071,0.024746874,0.026293173,0.02539023,0.025497187,0.026627865,0.026879022,0.02560465,0.026745988,0.025899734,0.025875721,0.025686508,0.025853068
pubmed_26600874,2015.0,narrative or expert review,0.03461057,0.034085643,0.035601,0.0334236,0.033526503,0.031728268,0.03364857,0.031784393,0.034244284,0.03334719,0.016899947,0.016797991,0.01678231,0.017507995,0.01614107,0.01725129,0.01778873,0.01799571,0.016499493,0.018130934,0.018014878,0.017953994,0.016757123,0.017800018,0.016551027,0.017982097,0.016762823,0.017884014,0.016823735,0.017774805,0.02595139,0.027499467,0.026667729,0.025493316,0.027088253,0.025872067,0.02624183,0.027844042,0.026442885,0.025854047,0.027201371,0.025743594
pubmed_22435173,2012.0,meta-analysis,0.03307514,0.03475811,0.034934785,0.033536285,0.033280198,0.031730365,0.032143798,0.031204103,0.034293685,0.034143534,0.016606918,0.016412277,0.016798738,0.016856961,0.015821818,0.016807534,0.01699607,0.017179342,0.016374975,0.017446525,0.017681282,0.016510157,0.01625007,0.016925521,0.016447864,0.01711526,0.016567295,0.0180691,0.0168848,0.016847491,0.026454348,0.027632162,0.0280498,0.026764002,0.029175606,0.027764518,0.02725795,0.02835141,0.0276993,0.026716705,0.026846463,0.027587734
pubmed_23786498,2013.0,narrative or expert review,0.036820326,0.035142854,0.03733925,0.033089034,0.034692533,0.03420982,0.034003474,0.03468827,0.03417725,0.035137158,0.016782036,0.016976459,0.016653486,0.016851997,0.016207194,0.017408708,0.017596263,0.017879885,0.017209562,0.018842857,0.018479243,0.017241692,0.017218318,0.01697899,0.017416732,0.017528815,0.017201006,0.018120022,0.01739235,0.017714342,0.023958687,0.025117345,0.025407387,0.024711668,0.02632763,0.026646018,0.02492779,0.02597203,0.025641521,0.024484998,0.023647996,0.02615693
pubmed_24405725,2014.0,systematic review,0.032022204,0.033204243,0.03191242,0.031428795,0.031900935,0.03283178,0.031377282,0.03004037,0.03238285,0.03479915,0.017449263,0.01748274,0.01888176,0.018488942,0.01665536,0.01707896,0.01729486,0.017166873,0.017013108,0.017579466,0.017136486,0.017537763,0.016716748,0.017267494,0.017646188,0.017756572,0.017271938,0.017344551,0.018055368,0.019775545,0.027060937,0.026769387,0.02643284,0.028196227,0.02804841,0.027892811,0.026881216,0.0271128,0.026266592,0.02786664,0.025067892,0.02890423
pubmed_40624502,2025.0,systematic review,0.032688692,0.032611948,0.032810718,0.030527325,0.031905886,0.03241676,0.031644538,0.03097615,0.031209601,0.033508416,0.016781416,0.016214637,0.016683552,0.016208133,0.015942106,0.016439654,0.017108962,0.016907427,0.016809186,0.017568542,0.017814113,0.017020555,0.017408654,0.016665146,0.01702296,0.016448919,0.016747719,0.01733018,0.016926346,0.017351812,0.028631764,0.02734835,0.027509782,0.029321717,0.028921384,0.030238716,0.028848946,0.028041875,0.02748142,0.029415825,0.02586871,0.030671544
pubmed_39468650,2024.0,scoping or mapping review,0.034090076,0.034925442,0.03436777,0.032700166,0.033718586,0.03372015,0.03450897,0.03293317,0.034880217,0.034655448,0.016399438,0.017183647,0.017050514,0.016755257,0.015606261,0.017065883,0.016762232,0.01692069,0.016792217,0.017316751,0.01705989,0.016512165,0.016621059,0.016381845,0.017420297,0.017519942,0.016470838,0.01672497,0.016785843,0.017850215,0.026215889,0.027397627,0.02733184,0.026739439,0.027520219,0.02728044,0.027482191,0.026992975,0.026300145,0.026754566,0.025247848,0.027036818
pubmed_17420400,2007.0,meta-analysis,0.03560573,0.033971813,0.034243792,0.031779513,0.034265544,0.033325322,0.034309432,0.03420539,0.033548553,0.0348449,0.015964378,0.016169654,0.016798887,0.016038777,0.01558237,0.015845504,0.016522516,0.016752247,0.01649742,0.016768826,0.016432319,0.017143743,0.016420035,0.016249357,0.016742218,0.016998168,0.0165352,0.01645769,0.017199814,0.01718089,0.027691912,0.027186394,0.026505582,0.027775804,0.028258573,0.027407935,0.027636556,0.027866429,0.02826104,0.026927844,0.026437461,0.027744474
pubmed_39137213,2024.0,meta-analysis,0.032094643,0.033773247,0.03259715,0.031845704,0.031762958,0.033500724,0.032501463,0.0306093,0.03295078,0.034164052,0.01626514,0.016506629,0.016843555,0.016552106,0.016845202,0.01581089,0.01652987,0.016371006,0.01617062,0.016515499,0.016341157,0.01633834,0.016259804,0.017560862,0.01671386,0.017139165,0.0166396,0.017536918,0.016731545,0.017528279,0.026949028,0.028676193,0.027337627,0.031022688,0.029031456,0.02795109,0.027645031,0.028275732,0.029233953,0.027746886,0.028069137,0.029061178
pubmed_36791365,2023.0,narrative or expert review,0.03462484,0.034782663,0.03585787,0.034224853,0.034198802,0.03461507,0.034309987,0.033176206,0.032954384,0.036155332,0.018179404,0.016845705,0.017389538,0.017399019,0.016003823,0.016681219,0.017087009,0.017777396,0.016708482,0.018407078,0.01729538,0.016499076,0.016674267,0.017386606,0.016225692,0.017839398,0.016742283,0.017758548,0.016868617,0.017231474,0.025092406,0.025973842,0.027196633,0.024867559,0.027135903,0.026603326,0.025727538,0.02607403,0.025159374,0.026135286,0.026982112,0.025151985
pubmed_22550985,2012.0,narrative or expert review,0.03392328,0.035711955,0.035302736,0.033054173,0.034880962,0.033707324,0.034970958,0.03421682,0.034206025,0.034125768,0.016147247,0.016986478,0.016741093,0.016229764,0.01531664,0.016211659,0.017124357,0.017526163,0.016872244,0.017345296,0.016945709,0.016134046,0.016871896,0.016431835,0.01693041,0.0170172,0.016556231,0.016687775,0.017093163,0.017030772,0.025502408,0.02733838,0.026063435,0.027031822,0.027800724,0.027788026,0.02667702,0.02854154,0.025593895,0.026723908,0.025382124,0.027256716
pubmed_19418887,2009.0,narrative or expert review,0.03534245,0.034169424,0.03352439,0.0336057,0.034322634,0.034388777,0.036044613,0.03125172,0.034698434,0.03415189,0.016585095,0.016463842,0.016892487,0.017196558,0.016065331,0.01750679,0.016810698,0.017382318,0.016263604,0.017565703,0.01693962,0.018578142,0.016536156,0.018142296,0.016700985,0.018893031,0.016925095,0.01679565,0.016870834,0.017585775,0.026487343,0.02760966,0.026097436,0.02576029,0.026129583,0.025983078,0.026580604,0.02630275,0.025200233,0.026735427,0.026456585,0.026457047
pubmed_24966693,2014.0,narrative or expert review,0.037535854,0.037912354,0.037104163,0.03465976,0.03683362,0.035491247,0.03559182,0.035065435,0.035528455,0.038577292,0.016011136,0.016010283,0.016206428,0.016815824,0.015355331,0.015992524,0.01627987,0.017242547,0.01634434,0.01685474,0.016776282,0.015828803,0.016224239,0.016168844,0.016730042,0.016911129,0.016567133,0.016081778,0.016862972,0.016835747,0.025140086,0.025853777,0.025292676,0.02516282,0.02619027,0.026592331,0.025892606,0.027004603,0.024458414,0.025455078,0.024043707,0.026513575
pubmed_25953594,2015.0,systematic review,0.040155075,0.039187673,0.037609484,0.034546345,0.03679078,0.03488545,0.037206117,0.034838475,0.03694422,0.036736365,0.015630268,0.015420451,0.015379787,0.015700657,0.015496134,0.016135568,0.016019735,0.01652081,0.015793525,0.017654484,0.017007416,0.016646845,0.015832195,0.015799362,0.015896562,0.017074805,0.016447874,0.016259491,0.016058296,0.016425708,0.025567852,0.026498742,0.025127325,0.024576124,0.026167415,0.026026076,0.025778752,0.026181892,0.025299918,0.024789877,0.025914574,0.025971461
pubmed_38754116,2024.0,narrative or expert review,0.03756971,0.036394645,0.035635877,0.035174936,0.03605226,0.03603861,0.03497863,0.034732096,0.034385044,0.036838185,0.01743471,0.016680475,0.016841942,0.017272273,0.015651502,0.016357193,0.016546542,0.01742596,0.016728876,0.018053027,0.017438624,0.016713299,0.017075647,0.0178242,0.017449398,0.017522447,0.016565211,0.016860405,0.016867436,0.017590862,0.024767898,0.025455397,0.025228329,0.024176601,0.025857419,0.026446177,0.025367305,0.024901908,0.023809686,0.025110925,0.024124838,0.026053514
pubmed_39629040,2024.0,narrative or expert review,0.039375525,0.036279246,0.037656683,0.033743843,0.037985455,0.037457578,0.037517205,0.040069293,0.033635303,0.037179906,0.016437082,0.016715178,0.016110443,0.016507225,0.01572363,0.016225467,0.016843209,0.018101564,0.01679256,0.017808637,0.017319007,0.016500635,0.016538182,0.016097428,0.017117742,0.017326888,0.017492417,0.016530875,0.01784358,0.01636825,0.023851909,0.023741312,0.023783712,0.023432495,0.025462866,0.025379159,0.024224628,0.025952114,0.024805252,0.023767598,0.022796512,0.025402457
pubmed_38137395,2023.0,narrative or expert review,0.037070777,0.03541385,0.035988,0.03306468,0.03603731,0.034172334,0.03487231,0.035795655,0.035239674,0.036245402,0.016327692,0.016878877,0.016403997,0.016923755,0.016288366,0.016629407,0.016746992,0.017425025,0.016226422,0.017543495,0.017703202,0.016792158,0.016520135,0.016831316,0.016714662,0.017004075,0.017317982,0.016592689,0.017464872,0.016564857,0.025259046,0.025829095,0.025167242,0.0252451,0.026123382,0.02616128,0.026286274,0.02573165,0.026431395,0.02536259,0.025099143,0.026503783
pubmed_26039013,2015.0,narrative or expert review,0.0343988,0.031738684,0.031888627,0.031771764,0.032467842,0.03311303,0.032013945,0.029675487,0.03265691,0.032474905,0.017521448,0.016896946,0.017185155,0.01765314,0.018199485,0.019002618,0.01767711,0.017897932,0.016832652,0.01852907,0.018414719,0.021551207,0.017700784,0.01827805,0.017874869,0.018453553,0.019342013,0.017934637,0.017842546,0.017712073,0.026807867,0.026899014,0.026382046,0.025403235,0.025690155,0.026494889,0.026869647,0.024862524,0.026670385,0.025709191,0.027156869,0.026354192
pubmed_38132273,2023.0,narrative or expert review,0.03522403,0.036014415,0.037318006,0.033500176,0.034436304,0.033421878,0.03443584,0.034121215,0.034195546,0.035032608,0.016880786,0.016892456,0.016911287,0.016383367,0.015756158,0.016679572,0.017506076,0.017770251,0.017528024,0.018517997,0.017504815,0.016573636,0.017283887,0.016977316,0.016897624,0.01740536,0.016759291,0.018505588,0.016971067,0.017495442,0.024353325,0.025893636,0.02541095,0.02517933,0.027181402,0.026855161,0.02529644,0.026987359,0.025674395,0.02525782,0.024338972,0.026571196
pubmed_38470686,2024.0,systematic review,0.033073235,0.034456994,0.033135764,0.034760743,0.033539586,0.03428124,0.032419197,0.03102585,0.03317018,0.036837216,0.016820582,0.01655468,0.0173872,0.017127758,0.015675858,0.016387735,0.016513314,0.016748598,0.015902,0.017063987,0.017278794,0.01691196,0.016170673,0.017712275,0.017461367,0.016850466,0.016614117,0.017269302,0.016961457,0.017787868,0.026919367,0.02750521,0.027078643,0.027033191,0.028673718,0.028385658,0.026741896,0.026701802,0.026263209,0.02669695,0.025863355,0.028236985
pubmed_33396262,2020.0,scoping or mapping review,0.031896602,0.032815166,0.03308649,0.031861525,0.03217071,0.031521924,0.034092307,0.029708795,0.03473285,0.033113632,0.016792383,0.016068034,0.016872605,0.016290165,0.0160765,0.016316487,0.017223064,0.016467424,0.016795984,0.017116066,0.016791308,0.016206225,0.01651647,0.016882299,0.016771792,0.017978327,0.016745908,0.017216181,0.016704783,0.017567957,0.027226908,0.030205308,0.028305272,0.028392369,0.029599806,0.028629132,0.029136332,0.027230779,0.02802308,0.027422013,0.027085409,0.028343579
pubmed_36675454,2023.0,narrative or expert review,0.034912903,0.03597976,0.036311757,0.03302728,0.035802294,0.03345528,0.033375327,0.034477882,0.03460845,0.035449058,0.016400814,0.016859278,0.016725872,0.016738517,0.01596142,0.016763521,0.017386507,0.017132705,0.017298572,0.01802733,0.017162923,0.016378218,0.016827522,0.016721316,0.016609672,0.01711597,0.016517645,0.017580554,0.016870277,0.017021395,0.025179379,0.026403604,0.026871216,0.024921805,0.027486296,0.02763343,0.026505645,0.026884906,0.025875697,0.02576712,0.024648478,0.026422411
