record_id,database,interface,query_key,query_label,search_date,retrieved_at_utc,pmid,pmcid,doi,title,abstract,journal,publication_date,year,authors,author_count,first_author,affiliations,contact_author_country_guess,language,publication_types,keywords,mesh_terms,publication_status_flag,pubmed_url,norm_doi,norm_title,dedupe_key,duplicate_rank,is_duplicate,reviewer_a_decision,reviewer_b_decision,reviewer_a_reason,reviewer_b_reason,adjudicated_decision,adjudication_notes
pubmed_12079168,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:46+00:00,12079168.0,,10.1093/hsw/27.2.137,Shyness and social phobia: a social work perspective on a problem in living.,Social phobia is classified as an anxiety disorder in psychiatric nomenclature. It represents a fear of performance or social interaction that significantly interferes with a person's social or occupational functioning. The author takes issue with the fact that social phobia is considered by many professionals to be a mental illness that is often treated best with medication. Social phobia can be conceptualized from a social work perspective as an extreme shyness that can be overcome with cognitive learning and behavioral rehearsal. This article reviews the biopsychosocial causes of social phobia and presents a summary of cognitive and behavioral interventions with empirically demonstrated effectiveness.,Health & social work,2002-May,2002.0,Joseph Walsh,1,Joseph Walsh,"School of Social Work, Virginia Commonwealth University, Richmond 23284-2027, USA. jwalsh@atlas.vcu.edu",,eng,Journal Article | Review,,"Anxiety Disorders | Behavior Therapy | Cognitive Behavioral Therapy | Health Services Research | Humans | Models, Psychological | Phobic Disorders | Self Efficacy | Shyness | Social Work, Psychiatric",none_detected,https://pubmed.ncbi.nlm.nih.gov/12079168/,10.1093/hsw/27.2.137,shyness and social phobia a social work perspective on a problem in living,10.1093/hsw/27.2.137,1,False,,,,,,
pubmed_15458757,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:45+00:00,15458757.0,,10.1016/j.pmr.2004.04.002,Biopsychosocial pain medicine and mind-brain-body science.,"This article reviews how emotions, behavior, and psychiatric comorbidity influence the course and outcome of chronic pain disorders and addresses methods of identifying and managing these problems in clinical practice. Successful medical rehabilitation for patients with chronic pain requires (1) appreciating the effects of biopsychosocial factors in the onset, course, and outcomes of pain disorders; (2) understanding neurobiologic mechanisms linking mind, brain, and body in the functions of pain perception and modulation; and (3) being able to review critically and use selectively the plethora of new medications and interventional technologies that are proposed in the literature. Deficits in these skills now are recognized as hazardous to the public health so that medical school education and post residency training in pain medicine is now mandatory in some states.",Physical medicine and rehabilitation clinics of North America,2004-Nov,2004.0,Rollin M Gallagher,1,Rollin M Gallagher,"Pain Management, Philadelphia VA Medical Center, University and Woodland, Philadelphia, PA 19104, USA. rgallagh@mail.med.upenn.edu",,eng,Journal Article | Review,,"Analgesia | Antidepressive Agents | Anxiety | Behavior Therapy | Chronic Disease | Complementary Therapies | Depression | Humans | Mind-Body Relations, Metaphysical | Pain | Pain Management",none_detected,https://pubmed.ncbi.nlm.nih.gov/15458757/,10.1016/j.pmr.2004.04.002,biopsychosocial pain medicine and mind brain body science,10.1016/j.pmr.2004.04.002,1,False,,,,,,
pubmed_41357826,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:42:57+00:00,41357826.0,PMC12678336,10.3389/fspor.2025.1690064,"The psychological dimensions of sports injury risk: models, mechanisms, and interventions.","Psychological factors influencing sports injury risk have received growing attention due to their potential for both prevention and rehabilitation. This mini review summarizes research related to psychological factors influencing sports injuries and strategies for their prevention. Injuries can have serious negative consequences for athletes' health and careers, as well as performance and financial implications for stakeholders. The research highlights psychological risk factors such as stress, anxiety, strong athletic identity, and pressure from coaches and teammates. The magnitude of stress responses is particularly linked to the risk of acute injuries, as outlined in Williams and Andersen's model and its evolution into the biopsychosocial framework. Recent studies have emphasized the complexity of overuse injuries, proposing multifactorial models accounting for intrapersonal, interpersonal, and sociocultural influences. Risk factors such as impaired neurocognitive functioning, academic stress, and strained coach-athlete relationships have been linked to both acute and overuse injuries. Combining psychological, physiological, and biomechanical assessments is increasingly recommended to better understand injury risk. Practical recommendations include fostering strong athlete-staff relationships, providing confidential psychological support, and integrating health education and autonomy-building into daily practice. Future research should investigate how combined psychological, physiological, and environmental factors affect injury risk. This mini review contributes to the evolving literature by highlighting how integrated psychological frameworks and intervention strategies can support evidence-based injury prevention and return-to-sport practices.",Frontiers in sports and active living,2025,2025.0,Urban Johnson | Andreas Ivarsson,2,Urban Johnson,"School of Health and Welfare, Halmstad University, Halmstad, Sweden.",Sweden,eng,Journal Article | Review,biopsychosocial model | mindfulness interventions | psychological risk factors | sports injuries | stress response,,none_detected,https://pubmed.ncbi.nlm.nih.gov/41357826/,10.3389/fspor.2025.1690064,the psychological dimensions of sports injury risk models mechanisms and interventions,10.3389/fspor.2025.1690064,1,False,,,,,,
pubmed_39288670,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:04+00:00,39288670.0,,10.1016/j.msksp.2024.103182,Contents and delivery methods of pain neuroscience education in pediatrics: A scoping review.,"BACKGROUND: Pain is prevalent among children and adolescents. The development and implementation of Pain Neuroscience Education (PNE) strategies tailored to this population remains overlooked in contrast to the adult population.
OBJECTIVE: This study sought to identify the content, delivery methods, and dosage of PNE for children and adolescents available in the literature.
METHOD: We systematically searched PubMed, EMBASE, Physiotherapy Evidence Database, Scopus, Web of Science, Cochrane Library, PsycINFO, and clinical trial registration databases. Inclusion criteria consisted of studies that involved children submitted to a PNE program in community, school, clinics, hospitals or child development centers. We considered studies that included children with and without pain who received PNE strategies associated or not with self-motivational interventions. Studies focusing on psychological interventions were excluded. We extracted data on authors, publication year, country, sample characteristics, health condition, PNE content, study design, context, outcomes, duration, follow-up, main results, dropout, and adverse effects. Data extracted were qualitatively organized.
RESULTS: A total of 805 studies were initially reviewed. The final sample comprised 17 studies. Common PNE topics included pain neurophysiology, biopsychosocial influences, pain concepts, self-management, and coping strategies. Delivery methods ranged from slideshows and videos to booklets, with sessions lasting 8-60 min. Schools were the most common setting for these interventions.
CONCLUSION: Our review demonstrates the diversity in PNE content, delivery methods, and intervention dosages among the included studies. Most studies occurred in school settings, potentially limiting its generalizability for clinical contexts.",Musculoskeletal science & practice,2024-Nov,2024.0,Juliana Rezende | Louise Acalantis | Leandro Calazans Nogueira | Ney Meziat-Filho | Kelly Ickmans | Felipe J J Reis,6,Juliana Rezende,"Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil. | Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil. | Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil; Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil. | Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil; School of Rehabilitation Sciences, Faculty of Health Sciences, Institute of Applied Health Sciences, McMaster University, Hamilton, ON, Canada. | Pain in Motion Research Group, Department of Physiotherapy, Human Physiology and Anatomy, Faculty of Physical Education & Physiotherapy, Vrije Universiteit Brussel, Brussels, Belgium; Movement & Nutrition for Health & Performance research group (MOVE), Department of Movement and Sport Sciences, Faculty of Physical Education and Physiotherapy, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium; Department of Physical Medicine and Physiotherapy, Universitair Ziekenhuis Brussel, Laarbeeklaan 101, 1090, Brussels, Belgium. | Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil; Pain in Motion Research Group, Department of Physiotherapy, Human Physiology and Anatomy, Faculty of Physical Education & Physiotherapy, Vrije Universiteit Brussel, Brussels, Belgium; School of Physical and Occupational Therapy, Faculty of Medicine, McGill University, Montreal, Canada. Electronic address: felipe.reis@ifrj.edu.br.",Brazil,eng,Journal Article | Scoping Review,Adolescent | Child | Chronic pain | Pain | Patient education as topic,Humans | Child | Neurosciences | Pain Management | Adolescent | Male | Female | Patient Education as Topic | Pediatrics,none_detected,https://pubmed.ncbi.nlm.nih.gov/39288670/,10.1016/j.msksp.2024.103182,contents and delivery methods of pain neuroscience education in pediatrics a scoping review,10.1016/j.msksp.2024.103182,1,False,,,,,,
pubmed_35353347,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:14+00:00,35353347.0,,10.1007/s11912-022-01277-1,Managing Pain and Discomfort in Children with Cancer.,"PURPOSE OF REVIEW: Approximately 15,600 children are diagnosed with cancer annually. Many of these children have cancer-related pain that improves with cancer treatment, but some develop intractable pain from cancer progression or sequelae from treatment modalities. The purpose of this paper is to provide a critical evaluation of the literature relevant to pain management in children with cancer. We intend to emphasize important and up-to-date findings in pharmacology, interventional pain management, and complementary and alternative medicine.
RECENT FINDINGS: Alternative medications and routes of administration, complementary and alternative medicine techniques, and interventional pain procedures offer possible routes for a multi-pronged pediatric cancer pain management plan, although high-level data is often lacking. To improve pediatric cancer pain management, a multifaceted approach embracing the biopsychosocial model of pain is recommended, incorporating evidence-based pharmacology, complementary and alternative medicine techniques, and if needed, interventional pain procedures.",Current oncology reports,2022-Aug,2022.0,Clinton Fuller | Henry Huang | Rachel Thienprayoon,3,Clinton Fuller,"Department of Anesthesiology, Perioperative and Pain Medicine, Texas Children's Hospital, Baylor College of Medicine, 6621 Fannin St, Ste A3300, Houston, TX, USA. clfuller@bcm.edu. | Department of Anesthesiology, Perioperative and Pain Medicine, Texas Children's Hospital, Baylor College of Medicine, 6621 Fannin St, Ste A3300, Houston, TX, USA. | Departments of Pediatrics and Anesthesia, Division of Palliative Care, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA.",,eng,Journal Article | Review,Complementary and alternative medicine | Interventional pain therapy | Pediatric cancer pain,Child | Chronic Pain | Complementary Therapies | Humans | Neoplasms | Pain | Pain Management,none_detected,https://pubmed.ncbi.nlm.nih.gov/35353347/,10.1007/s11912-022-01277-1,managing pain and discomfort in children with cancer,10.1007/s11912-022-01277-1,1,False,,,,,,
pubmed_29157502,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:28+00:00,29157502.0,,10.1016/j.chc.2017.08.007,Pediatric Psychogenic Nonepileptic Seizures: A Concise Review.,"Psychogenic nonepileptic seizures is a complicated biopsychosocial disorder with significant morbidity and high cost in children's social, emotional, family, and academic functioning as well as health care service utilization. Misdiagnosis and diagnostic delay, resulting from both lack of access to approved standards for diagnosing and service providers comfortable with diagnosing and treating this disorder, impact prognosis. Treatment in close proximity to symptom onset is thought to provide the best chance for remission.",Child and adolescent psychiatric clinics of North America,2018-Jan,2018.0,Julia L Doss | Sigita Plioplys,2,Julia L Doss,"Department of Psychology, Minnesota Epilepsy Group, 225 Smith Avenue North, Suite 201, St Paul, MN 55102, USA. Electronic address: jdoss@mnepilepsy.net. | Department of Child and Adolescent Psychiatry, Pediatric Neuropsychiatry Clinic, Ann and Robert H. Lurie Children's Hospital of Chicago, Northwestern University, 225 East Chicago Avenue, Box 10, Chicago, IL 60611, USA.",,eng,Journal Article | Review,Conversion | Epilepsy | Functional neurologic disorder | Pediatric | Psychogenic nonepileptic seizures,"Comorbidity | Conversion Disorder | Diagnosis, Differential | Humans | Pediatrics | Prognosis | Psychophysiologic Disorders | Risk Factors | Seizures",none_detected,https://pubmed.ncbi.nlm.nih.gov/29157502/,10.1016/j.chc.2017.08.007,pediatric psychogenic nonepileptic seizures a concise review,10.1016/j.chc.2017.08.007,1,False,,,,,,
pubmed_1633387,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:51+00:00,1633387.0,,10.1097/00002508-199206000-00005,Chronic pain and spinal cord injury.,"With the medical progress that has given spinal cord injured individuals greater longevity and better overall health, chronic pain has emerged as a major challenge in treating this population. Over the past 40 years, estimates of prevalence of severe/disabling chronic pain in spinal cord injury (SCI) patients have ranged from 18% to 63%. Beyond this finding, the extant literature is extremely limited. This review summarizes the empirical findings with regard to the prevalence and clinical significance of chronic pain in the SCI population. In spite of widespread clinical beliefs, there is little evidence that characteristics of the SCI such as the level, completeness, or etiology of the injury are associated with either the development or severity of pain. Until recently, psychosocial issues have been almost totally ignored in spite of the importance such variables have demonstrated in chronic pain in other populations. A major purpose of the present article is to expand the scope of inquiry to include these factors and to emphasize the importance of employing a biopsychosocial model. Evidence is reviewed which suggests that chronic pain is associated with psychosocial impairment in this population. It is concluded that rather than being a minor problem in comparison to the other limitations imposed by SCI, chronic pain represents a significant additional challenge to the SCI patient that may be best addressed by a multidisciplinary approach.",The Clinical journal of pain,1992-Jun,1992.0,A J Mariano,1,A J Mariano,"Veterans Affairs Medical Center, Seattle, Washington 98108.",,eng,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S. | Review",,Chronic Disease | Humans | Pain | Spinal Cord Injuries,none_detected,https://pubmed.ncbi.nlm.nih.gov/1633387/,10.1097/00002508-199206000-00005,chronic pain and spinal cord injury,10.1097/00002508-199206000-00005,1,False,,,,,,
pubmed_29708903,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:26+00:00,29708903.0,,10.1097/MOO.0000000000000455,"Managing the late effects of chemoradiation on swallowing: bolstering the beginning, minding the middle, and cocreating the end.","PURPOSE OF REVIEW: Late dysphagia has a profound impact on quality of life in patients treated with chemoradiation therapy for advanced head and neck cancer and the number of survivors is growing. Traditional treatment methods are not uniformly successful in reducing the swallow impairment in these patients.
RECENT FINDINGS: Manifestations of late dysphagia are complex and do not follow a uniform trajectory. Patient's experience of eating and engagement in treatment is critical given the complex, variable nature of late dysphagia. Novel swallow treatment methods target respiratory function including coordination and strength as well as patient adherence.
SUMMARY: Head and neck cancer survivors deserve routine and fastidious surveillance beyond the 5-year survival point with respect to swallow function if the enormous biopsychosocial burden of late dysphagia is to be addressed.",Current opinion in otolaryngology & head and neck surgery,2018-Jun,2018.0,Tessa Goldsmith | Marlene C Jacobson,2,Tessa Goldsmith,"Massachusetts General Hospital, Boston, Massachusetts, USA. | Sunnybrook Health Sciences Centre - Odette Cancer Centre, Speech-Language Pathology, Oncology Program. | Sunnybrook Research Institute (SRI) - Practice-Based Research. | Graduate Department of Speech-Language Pathology, Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada.",,eng,Journal Article | Review,,Chemoradiotherapy | Deglutition | Deglutition Disorders | Head and Neck Neoplasms | Humans | Time Factors,none_detected,https://pubmed.ncbi.nlm.nih.gov/29708903/,10.1097/moo.0000000000000455,managing the late effects of chemoradiation on swallowing bolstering the beginning minding the middle and cocreating the end,10.1097/moo.0000000000000455,1,False,,,,,,
pubmed_32542752,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:22+00:00,32542752.0,,10.1111/apa.15414,"A clinician's guide to self-poisoning with paracetamol in youth: The what, when and why?","AIM: Deliberate self-poisoning or overdose is a common presentation to the paediatric emergency departments (ED) due to a lack of emergency access to child and adolescent mental health services. We overview medical and psychiatric assessment of overdoses in youth with the most commonly implicated drug, paracetamol, as a case study.
METHODS: A what, when and why framework is adopted to guide clinicians on what information should be ascertained, when overdose treatment should be initiated and how to explore why the overdose occurred.
RESULTS: Presentations are often asymptomatic while gastrointestinal symptoms offer an alarm signal for severe hepatotoxicity. A worst-case exposure amount and time elapsed since ingestion should be calculated to determine whether N-acetylcysteine treatment is indicated. Establishing reasons why the young person took the overdose, along with assessing the degree of remorse or regret, is crucial for discharge planning.
CONCLUSION: Given the importance of timely assessment and treatment, paediatric emergency staff need to be familiar with the protocol for care. Attention needs to be focused on both the medical and psychological risk, and staff need to consider the reasons behind the overdose and following a biopsychosocial assessment, ensure that the young person and family are adequately signposted for future mental health care if needed.","Acta paediatrica (Oslo, Norway : 1992)",2020-Nov,2020.0,John C Hayden | Louisa Kelly | Fiona McNicholas,3,John C Hayden,"School of Pharmacy and Biomolecular Sciences, Royal College of Surgeons in Ireland, Dublin, Ireland. | School of Medicine, Royal College of Surgeons in Ireland, Dublin, Ireland. | Department of Child and Adolescent Psychiatry, School of Medicine and Medical Science, University College Dublin, Dublin, Ireland. | Lucena Clinic, Rathgar, Dublin, Ireland. | Children's Health Ireland, Crumlin, Dublin, Ireland.",Ireland,eng,Journal Article | Review,deliberate self-harm (DSH) | emergency department | overdose | paracetamol,"Acetaminophen | Acetylcysteine | Adolescent | Analgesics, Non-Narcotic | Child | Drug Overdose | Drug-Related Side Effects and Adverse Reactions | Humans",none_detected,https://pubmed.ncbi.nlm.nih.gov/32542752/,10.1111/apa.15414,a clinician s guide to self poisoning with paracetamol in youth the what when and why,10.1111/apa.15414,1,False,,,,,,
pubmed_31469614,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:22+00:00,31469614.0,PMC6822210,10.1177/1941738119869333,Psychosocial Barriers After Anterior Cruciate Ligament Reconstruction: A Clinical Review of Factors Influencing Postoperative Success.,"CONTEXT: Psychosocial factors arising after anterior cruciate ligament (ACL) injury may have a direct influence on an individual's decision to return to sport after ACL reconstruction (ACLR). While there is ample evidence to suggest that deficits in quadriceps strength, neuromuscular control, and clinical functional tasks exist after ACLR, the root and contribution of psychological dysfunction to an individual's success or return to sport after ACLR is still largely uncertain and unexplored. Given the discrepancy between successful functional outcomes and the percentage of athletes who return to sport, it is important to thoroughly address underlying factors, aside from physical function, that may be contributing to these lower return rates.
EVIDENCE ACQUISITION: Articles that reported on return to sport, psychological factors, and psychosocial factors after ACLR were collected from peer-reviewed sources available on Medline (1998 through August 2018). Search terms included the following: anterior cruciate ligament OR ACL AND return-to-sport OR return-to-activity, anterior cruciate ligament OR ACL AND psychological OR psychosocial OR biopsychosocial OR fear OR kinesiophobia OR self-efficacy, return-to-activity AND psychological OR psychosocial .
STUDY DESIGN: Clinical review.
LEVEL OF EVIDENCE: Level 5.
RESULTS: Psychosocial factors relative to injury are important components of the rehabilitation process. To fully understand how psychosocial factors potentially influence return to sport, an athlete's emotions, experiences, and perceptions during the rehabilitation process must be acknowledged and taken into consideration.
CONCLUSION: Acknowledgment of these psychosocial factors allows clinicians to have a better understanding of readiness to return to sport from a psychological perspective. Merging of the current ACLR rehabilitation protocols with knowledge related to psychosocial factors creates a more dynamic, comprehensive approach in creating a positive and successful rehabilitation environment, which may help improve return-to-sport rates in individuals after ACLR.",Sports health,2019,2019.0,Julie P Burland | Jennifer L Toonstra | Jennifer S Howard,3,Julie P Burland,"Department of Kinesiology, University of Connecticut, Storrs, Connecticut. | School of Human Movement, Sport & Leisure Studies, Bowling Green State University, Bowling Green, Ohio. | Department of Health and Exercise Science, Beaver College of Health Sciences, Appalachian State University, Boone, North Carolina.",,eng,Journal Article | Review,psychological | return to sport | self-reported function,"Adaptation, Psychological | Affect | Anterior Cruciate Ligament Injuries | Anterior Cruciate Ligament Reconstruction | Cognition | Humans | Return to Sport",none_detected,https://pubmed.ncbi.nlm.nih.gov/31469614/,10.1177/1941738119869333,psychosocial barriers after anterior cruciate ligament reconstruction a clinical review of factors influencing postoperative success,10.1177/1941738119869333,1,False,,,,,,
WOS:001282910100007,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:33.028760+00:00,,,,Adult Bullying in the Workplace and the Medical Field: A Narrative Review,,UNIVERSITY OF TORONTO MEDICAL JOURNAL,,,"Al Akko, Mina | Airia, Parisa",2,"Al Akko, Mina",,,,,,,,,,adult bullying in the workplace and the medical field a narrative review,adult bullying in the workplace and the medical field a narrative review::,1,False,,,,,,
pubmed_36696878,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:11+00:00,36696878.0,,10.1016/j.pec.2023.107642,"Identifying consensus on activities that underpin value-based healthcare in outpatient specialty consultations, among clinicians.","OBJECTIVE: To find a consensus on clinicians' and patients' activities that underpin an ideal value-based outpatient specialty consultation, among clinicians.
METHODS: A three-round online Delphi study was conducted. A purposive sample of nineteen clinicians from a Dutch university hospital judged activities on importance. Consensus was defined at 80% agreement. Activities were thematically analyzed to derive conceptual themes.
RESULTS: The expert panel agreed on 63 activities as being important for an ideal value-based outpatient specialty consultation and two activities as being unimportant. They failed to reach a consensus on 11 activities. Conceptual themes for activities that were considered important regard: 1) empowerment, 2) patient-reported biopsychosocial outcomes, 3) the patient as a person, 4) the patient's kin, 5) shared power and responsibility, 6) optimization, 7) coordination, 8) therapeutic relationships, and 9) resource-consciousness.
CONCLUSION: A value-based outpatient specialty consultation requires contextual decision-making, is person-centered, and focusses attention on care optimization and intelligent resource allocation. No importance is attributed to healthcare's societal burden and climate footprint. Disparities existed in various areas including the role of patient reported experience measures, ""patient-like-me"" data, and healthcare costs.
PRACTICE IMPLICATIONS: This study contributes a toolbox to guide and evaluate clinicians' and patients' behaviors in value-based outpatient specialty consultations and reveals opportunities to enhance facilitation.",Patient education and counseling,2023-Apr,2023.0,Veerle van Engen | Igna Bonfrer | Kees Ahaus | Martina Buljac-Samardzic,4,Veerle van Engen,"Erasmus School of Health Policy & Management, Erasmus University Rotterdam, Burgemeester Oudlaan 50, 3000 DR Rotterdam, the Netherlands. Electronic address: vanengen@eshpm.eur.nl. | Erasmus School of Health Policy & Management, Erasmus University Rotterdam, Burgemeester Oudlaan 50, 3000 DR Rotterdam, the Netherlands. Electronic address: bonfrer@eshpm.eur.nl. | Erasmus School of Health Policy & Management, Erasmus University Rotterdam, Burgemeester Oudlaan 50, 3000 DR Rotterdam, the Netherlands. Electronic address: ahaus@eshpm.eur.nl. | Erasmus School of Health Policy & Management, Erasmus University Rotterdam, Burgemeester Oudlaan 50, 3000 DR Rotterdam, the Netherlands. Electronic address: buljac@eshpm.eur.nl.",Netherlands,eng,"Consensus Statement | Journal Article | Research Support, Non-U.S. Gov't",Consultation | Delphi | Outpatient specialty care | Person-centered care | VBHC | Value-based healthcare,"Humans | Consensus | Delphi Technique | Hospitals, University | Outpatients | Referral and Consultation | Value-Based Health Care",none_detected,https://pubmed.ncbi.nlm.nih.gov/36696878/,10.1016/j.pec.2023.107642,identifying consensus on activities that underpin value based healthcare in outpatient specialty consultations among clinicians,10.1016/j.pec.2023.107642,1,False,,,,,,
WOS:000349971100021,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:14.867854+00:00,,,10.1007/s10926-014-9535-4,Measures of Patients' Expectations About Recovery: A Systematic Review,,JOURNAL OF OCCUPATIONAL REHABILITATION,,,"Ebrahim, Shanil | Malachowski, Cindy | el Din, Mostafa Kamal | Mulla, Sohail M. | Montoya, Luis | Bance, Sheena | Busse, Jason W.",7,"Ebrahim, Shanil",,,,,,,,,10.1007/s10926-014-9535-4,measures of patients expectations about recovery a systematic review,10.1007/s10926-014-9535-4,1,False,,,,,,
pubmed_36153082,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:14+00:00,36153082.0,,10.1016/j.pop.2022.01.006,Nonpharmacologic and Rehabilitative Strategies to Address Chronic Pain.,"With benefits on pain and pain-related outcomes and low-risk profile, there has been an emphasis on nonpharmacologic management of chronic pain. Physical therapy uses exercises, manual therapies, and electrotherapy. Exercises include aerobic, strengthening, and flexibility exercises. Aquatic exercises have similar efficacy to land-based exercises. Multidisciplinary care uses a biopsychosocial approach. All are effective for pain-related outcomes. Occupational therapy focuses on ergonomics, joint protection, orthoses, and assistive devices. Limited evidence exists for taping, orthoses, assistive devices, thermotherapy, and education on pain-related outcomes. Weight loss in patients who are overweight or obese is effective for pain reduction in knee arthritis.",Primary care,2022-Sep,2022.0,Hiu Ying Joanna Choi,1,Hiu Ying Joanna Choi,"Lewis Katz School of Medicine at Temple University, 1316 West Ontario Street, Room 311, Philadelphia, PA 19140, USA. Electronic address: hiu.ying.joanna.choi@temple.edu.",,eng,Journal Article | Review,Aquatic exercise | Education | Exercise | Multidisciplinary | Nonpharmacologic | Occupational therapy | Physical therapy | Rehabilitation,Chronic Pain | Exercise Therapy | Humans | Orthotic Devices | Physical Therapy Modalities | Weight Loss,none_detected,https://pubmed.ncbi.nlm.nih.gov/36153082/,10.1016/j.pop.2022.01.006,nonpharmacologic and rehabilitative strategies to address chronic pain,10.1016/j.pop.2022.01.006,1,False,,,,,,
pubmed_11783824,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:48+00:00,11783824.0,,10.1097/00002508-200112001-00020,Biopsychosocial approaches to the treatment of chronic pain.,"BACKGROUND: Biopsychosocial treatments address the range of physical, psychological, and social components of chronic pain.
OBJECTIVE: This review sought to determine how effective unimodal and multimodal biopsychosocial approaches are in the treatment of chronic pain.
METHODOLOGY: The literature search identified three systematic reviews of the literature and 21 randomized controlled trials to provide the evidence for this review.
RESULTS: The systematic reviews and 12 randomized controlled trials reported on chronic low back pain. Other randomized controlled trials studied fibromyalgia (three trials) and back or other musculoskeletal disorders (five trials). Biopsychosocial components reviewed were electromyogram feedback and hypnosis as unimodal approaches, and behavioral and cognitive-behavioral treatments and back school, or group education, as multimodal approaches for chronic low back pain. For other chronic pain disorders, cognitive-behavioral treatments were reviewed. Comparisons were hindered by studies with heterogeneous subjects, varied comparison groups, different cointerventions and follow-up times, variable outcomes, and a range of analytic methods.
CONCLUSIONS: Multimodal biopsychosocial treatments that include cognitive-behavioral and/or behavioral components are effective for chronic low back pain and other musculoskeletal pain for up to 12 months (level 2). There is limited evidence (level 3) that electromyogram feedback is effective for chronic low back pain for up to 3 months. The remaining evidence of longer-term effectiveness and of effectiveness of other interventions was inadequate (level 4a) or contradictory (level 4b). Future studies of cognitive-behavioral treatments should be condition specific, rather than include patients with different pain conditions.",The Clinical journal of pain,2001-Dec,2001.0,W R Nielson | R Weir,2,W R Nielson,"Department of Medicine, University of Western Ontario, London, Canada. warren.nielson@sjhc.london.on.ca",Canada,eng,Journal Article | Review,,"Behavior Therapy | Biofeedback, Psychology | Chronic Disease | Cognitive Behavioral Therapy | Electromyography | Fibromyalgia | Humans | Low Back Pain | Musculoskeletal Diseases | Pain Management | Palliative Care",none_detected,https://pubmed.ncbi.nlm.nih.gov/11783824/,10.1097/00002508-200112001-00020,biopsychosocial approaches to the treatment of chronic pain,10.1097/00002508-200112001-00020,1,False,,,,,,
